,temperature,wind_mph,humid,score_dif
8689,27,8.0,76,6
8690,54,20.0,73,8
8691,34,13.0,76,27
8692,23,14.0,50,14
8693,72,0.0,0,5
8694,72,0.0,0,31
8695,55,4.0,74,17
8696,28,9.0,83,3
8697,72,0.0,0,38
8698,29,10.0,92,3
8699,31,17.0,65,6
8700,28,11.0,91,28
8701,39,12.0,48,3
8702,36,8.0,92,2
8703,67,10.0,84,13
8704,52,4.0,60,3
8705,66,10.0,82,7
8706,50,10.0,48,2
8707,35,14.0,59,5
8708,72,0.0,0,25
8709,30,7.0,52,6
8710,55,18.0,56,16
8711,32,14.0,52,3
8712,31,20.0,63,17
8713,29,16.0,65,35
8714,72,0.0,0,17
8715,46,10.0,49,1
8716,24,10.0,73,16
8717,34,17.0,56,3
8718,46,6.0,94,18
8719,72,0.0,0,14
8720,72,0.0,0,3
8721,51,8.0,87,34
8722,43,11.0,40,24
8723,44,6.0,79,7
8724,40,14.0,46,31
8725,36,4.0,65,3
8726,50,5.0,50,7
8727,72,0.0,0,7
8728,42,7.0,47,13
8729,72,0.0,0,3
8730,46,10.0,47,20
8731,43,9.0,24,1
8732,68,10.0,68,2
8733,44,12.0,70,28
8734,42,15.0,87,28
8735,45,12.0,43,8
8736,72,0.0,0,6
8737,72,0.0,0,10
8738,57,8.0,82,19
8739,47,3.0,92,3
8740,20,14.0,72,6
8741,72,0.0,0,31
8742,4,15.0,40,3
8743,72,0.0,0,6
8744,16,11.0,42,3
8745,40,16.0,64,7
8746,31,8.0,59,10
8747,32,10.0,90,11
8748,72,0.0,0,3
8749,71,14.0,90,3
8750,84,14.0,73,10
8751,72,14.0,29,10
8752,68,6.0,66,14
8753,66,9.0,80,3
8754,72,6.0,72,6
8755,72,0.0,0,14
8756,66,5.0,69,17
8757,70,6.0,62,7
8758,72,0.0,0,7
8759,72,0.0,0,18
8760,66,3.0,72,3
8761,72,0.0,0,7
8762,65,21.0,81,2
8763,71,6.0,63,4
8764,71,7.0,72,10
8765,60,11.0,54,17
8766,78,14.0,70,11
8767,65,11.0,62,11
8768,80,6.0,70,4
8769,69,10.0,63,6
8770,72,0.0,0,12
8771,74,13.0,73,11
8772,64,11.0,49,3
8773,79,14.0,69,1
8774,72,0.0,0,17
8775,60,19.0,72,3
8776,58,19.0,61,6
8777,83,10.0,47,7
8778,72,0.0,0,3
8779,67,10.0,55,14
8780,61,12.0,52,11
8781,58,10.0,59,10
8782,72,0.0,0,17
8783,66,6.0,70,3
8784,72,0.0,0,3
8785,72,7.0,62,17
8786,72,0.0,0,5
8787,72,0.0,0,14
8788,62,8.0,76,10
8789,80,21.0,84,10
8790,72,11.0,49,3
8791,55,3.0,91,34
8792,64,8.0,62,14
8793,72,0.0,0,3
8794,70,6.0,76,3
8795,50,10.0,72,14
8796,67,9.0,72,21
8797,50,5.0,75,11
8798,50,9.0,64,4
8799,52,15.0,47,7
8800,83,6.0,24,24
8801,80,5.0,70,3
8802,67,5.0,88,17
8803,82,8.0,71,7
8804,82,12.0,74,8
8805,72,0.0,0,13
8806,51,10.0,46,10
8807,56,14.0,87,10
8808,62,4.0,70,3
8809,66,11.0,91,16
8810,64,13.0,66,2
8811,55,12.0,38,3
8812,72,0.0,0,3
8813,53,9.0,81,11
8814,72,0.0,0,21
8815,72,0.0,0,7
8816,65,11.0,64,7
8817,66,10.0,67,13
8818,72,0.0,0,6
8819,54,9.0,86,6
8820,62,11.0,68,14
8821,62,14.0,59,3
8822,52,5.0,75,21
8823,52,14.0,63,10
8824,69,12.0,68,4
8825,72,0.0,0,7
8826,42,19.0,77,7
8827,43,18.0,64,17
8828,51,18.0,55,22
8829,72,0.0,0,28
8830,51,17.0,55,8
8831,41,15.0,57,3
8832,53,5.0,56,10
8833,72,0.0,0,1
8834,71,8.0,67,6
8835,62,11.0,82,28
8836,72,0.0,0,7
8837,50,13.0,64,15
8838,53,12.0,76,21
8839,48,18.0,75,6
8840,72,0.0,0,17
8841,46,3.0,86,14
8842,57,5.0,89,11
8843,67,6.0,42,8
8844,72,0.0,0,3
8845,72,8.0,70,12
8846,77,7.0,71,17
8847,59,8.0,86,5
8848,58,12.0,82,3
8849,59,11.0,51,46
8850,56,4.0,67,13
8851,50,14.0,71,10
8852,71,12.0,69,10
8853,57,24.0,67,24
8854,53,10.0,63,10
8855,72,0.0,0,14
8856,67,4.0,50,7
8857,45,9.0,74,6
8858,72,0.0,0,21
8859,64,13.0,71,5
8860,61,14.0,56,14
8861,68,12.0,66,14
8862,62,6.0,66,28
8863,41,10.0,39,13
8864,59,17.0,49,27
8865,56,12.0,55,24
8866,65,7.0,66,3
8867,54,9.0,85,15
8868,72,0.0,0,7
8869,56,13.0,64,23
8870,60,6.0,63,26
8871,72,0.0,0,18
8872,54,5.0,53,14
8873,59,12.0,45,7
8874,54,4.0,59,3
8875,51,18.0,74,5
8876,74,8.0,70,1
8877,50,10.0,29,18
8878,72,0.0,0,3
8879,65,22.0,82,6
8880,72,0.0,0,35
8881,72,0.0,0,10
8882,41,13.0,44,7
8883,36,7.0,75,3
8884,36,5.0,59,14
8885,62,12.0,46,3
8886,72,0.0,0,11
8887,72,0.0,0,7
8888,34,13.0,48,23
8889,49,9.0,61,2
8890,38,14.0,48,3
8891,56,6.0,86,10
8892,56,8.0,88,28
8893,72,0.0,0,3
8894,42,8.0,64,31
8895,71,5.0,78,3
8896,50,11.0,86,20
8897,49,8.0,94,4
8898,72,0.0,0,3
8899,71,5.0,73,32
8900,61,4.0,78,25
8901,41,3.0,81,7
8902,55,3.0,90,20
8903,50,8.0,85,5
8904,51,7.0,89,22
8905,49,10.0,78,3
8906,72,0.0,0,21
8907,55,23.0,27,6
8908,43,5.0,85,8
8909,47,12.0,57,14
8910,72,0.0,0,32
8911,72,0.0,0,11
8912,47,20.0,81,21
8913,34,11.0,78,3
8914,40,14.0,77,10
8915,72,0.0,0,10
8916,54,18.0,48,7
8917,40,5.0,82,29
8918,48,7.0,75,7
8919,59,12.0,47,10
8920,55,21.0,81,21
8921,43,14.0,74,9
8922,24,15.0,88,1
8923,72,0.0,0,3
8924,31,6.0,80,28
8925,61,5.0,65,27
8926,46,8.0,71,7
8927,72,8.0,76,10
8928,45,8.0,60,24
8929,40,10.0,74,27
8930,43,6.0,58,1
8931,72,0.0,0,27
8932,72,0.0,0,14
8933,72,0.0,0,10
8934,47,14.0,49,22
8935,37,9.0,86,10
8936,53,4.0,86,1
8937,45,12.0,59,30
8938,72,0.0,0,11
8939,54,11.0,72,3
8940,40,10.0,86,4
8941,49,9.0,62,19
8942,72,0.0,0,9
8943,72,0.0,0,4
8944,33,17.0,79,3
8945,43,7.0,60,13
8946,45,14.0,39,3
8947,42,12.0,60,23
8948,72,0.0,0,25
8949,56,5.0,88,7
8950,44,12.0,55,3
8951,62,6.0,48,3
8952,56,10.0,52,14
8953,42,13.0,70,7
8954,33,11.0,88,11
8955,32,14.0,87,30
8956,43,10.0,58,11
8957,34,11.0,65,3
8958,72,0.0,0,3
8959,51,3.0,86,10
8960,14,20.0,56,19
8961,61,8.0,28,24
8962,72,0.0,0,1
8963,36,5.0,87,5
8964,72,0.0,0,10
8965,48,7.0,81,5
8966,7,19.0,48,3
8967,58,9.0,66,4
8968,20,16.0,53,28
8969,24,18.0,81,21
8970,40,8.0,82,23
8971,29,21.0,58,16
8972,58,9.0,59,1
8973,72,0.0,0,3
8974,27,17.0,55,1
8975,21,3.0,77,21
8976,22,6.0,75,13
8977,72,0.0,0,3
8978,41,7.0,50,3
8979,43,21.0,90,21
8980,69,16.0,79,3
8981,72,0.0,0,13
8982,24,8.0,76,1
8983,44,6.0,85,3
8984,28,14.0,60,16
8985,52,12.0,85,34
8986,52,21.0,86,17
8987,72,0.0,0,6
8988,72,0.0,0,13
8989,72,0.0,0,8
8990,55,3.0,76,3
8991,37,14.0,72,2
8992,28,8.0,70,19
8993,43,12.0,90,17
8994,42,8.0,65,28
8995,56,6.0,70,5
8996,53,4.0,65,7
8997,34,13.0,58,14
8998,44,7.0,71,3
8999,43,7.0,68,7
9000,40,13.0,78,5
9001,48,11.0,93,7
9002,72,0.0,0,3
9003,40,11.0,64,4
9004,59,8.0,81,5
9005,38,11.0,62,7
9006,58,18.0,87,3
9007,72,0.0,0,25
9008,23,8.0,84,14
9009,72,0.0,0,30
9010,23,5.0,62,3
9011,29,11.0,52,13
9012,27,14.0,56,17
9013,19,22.0,71,17
9014,9,20.0,70,14
9015,55,12.0,73,3
9016,71,9.0,64,10
9017,69,4.0,63,17
9018,74,12.0,49,3
9019,73,6.0,55,2
9020,70,10.0,53,23
9021,81,8.0,80,24
9022,72,0.0,0,14
9023,78,13.0,60,20
9024,68,4.0,60,27
9025,61,20.0,74,3
9026,79,9.0,63,12
9027,64,8.0,58,15
9028,69,6.0,63,14
9029,68,9.0,64,4
9030,72,0.0,0,11
9031,72,0.0,0,4
9032,85,6.0,15,5
9033,75,11.0,57,39
9034,72,0.0,0,20
9035,72,0.0,0,7
9036,75,11.0,57,10
9037,60,10.0,76,6
9038,77,5.0,62,10
9039,84,7.0,61,16
9040,57,5.0,77,3
9041,66,4.0,74,29
9042,66,6.0,70,2
9043,67,8.0,67,32
9044,68,3.0,74,15
9045,65,11.0,26,3
9046,77,8.0,53,17
9047,86,11.0,51,1
9048,64,7.0,92,1
9049,65,7.0,70,22
9050,68,10.0,75,8
9051,70,8.0,90,17
9052,72,0.0,0,7
9053,69,10.0,60,3
9054,72,0.0,0,4
9055,71,7.0,72,3
9056,72,0.0,0,17
9057,67,10.0,60,6
9058,82,10.0,76,3
9059,61,8.0,57,3
9060,56,6.0,65,25
9061,58,11.0,49,20
9062,81,11.0,74,4
9063,64,4.0,65,10
9064,72,0.0,0,20
9065,66,7.0,58,17
9066,72,0.0,0,12
9067,75,6.0,70,21
9068,60,14.0,74,6
9069,83,15.0,73,13
9070,68,6.0,55,20
9071,60,9.0,73,24
9072,68,5.0,60,3
9073,71,5.0,75,6
9074,75,19.0,74,6
9075,71,7.0,61,3
9076,72,0.0,0,18
9077,53,11.0,81,10
9078,72,0.0,0,14
9079,48,11.0,76,6
9080,72,0.0,0,3
9081,64,9.0,47,23
9082,56,16.0,51,2
9083,79,7.0,86,3
9084,58,15.0,70,25
9085,81,14.0,22,4
9086,44,7.0,79,49
9087,72,0.0,0,6
9088,60,13.0,86,2
9089,65,5.0,69,2
9090,60,10.0,64,13
9091,53,9.0,53,25
9092,64,10.0,46,7
9093,57,14.0,54,13
9094,55,11.0,84,32
9095,75,8.0,61,14
9096,63,6.0,35,8
9097,52,16.0,71,10
9098,72,0.0,0,1
9099,72,0.0,0,3
9100,73,6.0,40,3
9101,57,12.0,48,8
9102,50,14.0,68,6
9103,72,0.0,0,17
9104,81,9.0,83,10
9105,41,8.0,82,4
9106,53,14.0,61,3
9107,75,6.0,36,10
9108,72,0.0,0,3
9109,46,7.0,78,3
9110,55,11.0,58,35
9111,52,19.0,72,1
9112,58,9.0,86,21
9113,47,6.0,87,14
9114,72,0.0,0,11
9115,72,0.0,0,18
9116,55,5.0,90,3
9117,72,0.0,0,13
9118,72,0.0,0,3
9119,65,13.0,48,21
9120,72,0.0,0,3
9121,48,3.0,60,25
9122,62,7.0,77,8
9123,72,0.0,0,6
9124,57,6.0,60,15
9125,56,9.0,75,5
9126,55,15.0,50,36
9127,50,5.0,49,9
9128,50,15.0,54,5
9129,45,7.0,60,7
9130,44,10.0,74,28
9131,47,6.0,59,1
9132,68,6.0,27,14
9133,61,21.0,71,6
9134,78,6.0,75,7
9135,59,9.0,86,5
9136,74,5.0,74,3
9137,72,0.0,0,13
9138,74,7.0,69,20
9139,72,5.0,68,7
9140,57,7.0,80,18
9141,62,10.0,73,7
9142,43,19.0,89,10
9143,50,10.0,64,4
9144,59,8.0,73,12
9145,56,17.0,60,19
9146,72,0.0,0,8
9147,56,17.0,45,11
9148,53,25.0,59,8
9149,52,11.0,51,13
9150,53,6.0,80,14
9151,55,12.0,61,3
9152,77,15.0,63,7
9153,45,9.0,93,15
9154,70,6.0,66,27
9155,72,7.0,65,1
9156,72,0.0,0,14
9157,72,0.0,0,8
9158,54,4.0,60,27
9159,60,10.0,52,1
9160,72,0.0,0,3
9161,57,2.0,62,2
9162,45,6.0,52,3
9163,42,4.0,54,3
9164,48,11.0,43,10
9165,43,12.0,51,7
9166,46,4.0,46,3
9167,45,12.0,44,22
9168,72,0.0,0,10
9169,39,10.0,35,27
9170,67,6.0,24,38
9171,53,11.0,51,13
9172,44,8.0,48,8
9173,40,7.0,74,10
9174,72,0.0,0,28
9175,38,15.0,80,3
9176,57,5.0,43,3
9177,72,0.0,0,20
9178,45,6.0,50,2
9179,51,10.0,52,13
9180,70,9.0,69,3
9181,72,0.0,0,12
9182,41,5.0,60,5
9183,57,16.0,58,11
9184,46,5.0,65,12
9185,59,17.0,78,10
9186,39,7.0,81,3
9187,72,0.0,0,6
9188,43,5.0,54,6
9189,58,19.0,18,7
9190,33,7.0,72,4
9191,72,0.0,0,19
9192,72,14.0,77,7
9193,72,0.0,0,32
9194,22,11.0,70,4
9195,27,8.0,81,7
9196,49,8.0,59,7
9197,33,11.0,67,7
9198,37,10.0,73,1
9199,72,0.0,0,15
9200,69,7.0,67,1
9201,72,0.0,0,5
9202,29,11.0,66,13
9203,57,6.0,52,24
9204,27,10.0,78,6
9205,26,11.0,81,12
9206,49,6.0,82,18
9207,34,7.0,58,42
9208,40,8.0,58,10
9209,49,10.0,36,3
9210,33,17.0,73,3
9211,56,4.0,22,4
9212,30,10.0,74,12
9213,57,10.0,55,8
9214,28,10.0,56,2
9215,23,13.0,69,3
9216,40,11.0,55,3
9217,61,4.0,36,2
9218,32,7.0,75,3
9219,36,11.0,64,16
9220,72,0.0,0,14
9221,35,4.0,92,38
9222,29,16.0,74,28
9223,72,0.0,0,19
9224,27,17.0,79,11
9225,39,13.0,50,10
9226,36,16.0,61,28
9227,72,0.0,0,24
9228,54,17.0,92,1
9229,40,6.0,52,4
9230,72,0.0,0,15
9231,72,0.0,0,1
9232,76,7.0,83,4
9233,12,10.0,68,13
9234,38,5.0,64,28
9235,72,0.0,0,11
9236,52,19.0,92,2
9237,46,6.0,61,17
9238,72,0.0,0,9
9239,33,11.0,61,45
9240,61,4.0,32,6
9241,41,10.0,63,41
9242,38,14.0,39,19
9243,55,6.0,69,3
9244,55,8.0,88,15
9245,72,0.0,0,1
9246,72,0.0,0,18
9247,43,7.0,49,15
9248,68,8.0,71,14
9249,43,16.0,85,13
9250,72,0.0,0,4
9251,42,7.0,43,4
9252,44,12.0,60,10
9253,34,10.0,85,7
9254,34,5.0,83,7
9255,49,13.0,87,10
9256,58,26.0,90,9
9257,57,5.0,81,16
9258,36,7.0,79,4
9259,72,0.0,0,24
9260,36,10.0,78,4
9261,47,14.0,58,34
9262,35,8.0,78,14
9263,54,18.0,78,3
9264,28,11.0,83,2
9265,66,6.0,91,14
9266,0,0.0,0,27
9267,32,7.0,85,6
9268,67,19.0,40,10
9269,72,0.0,0,4
9270,39,8.0,72,11
9271,72,0.0,0,33
9272,48,9.0,59,7
9273,29,14.0,55,25
9274,39,9.0,51,23
9275,42,15.0,58,14
9276,45,10.0,28,14
9277,46,9.0,88,10
9278,72,0.0,0,3
9279,33,12.0,68,8
9280,27,11.0,54,17
9281,46,9.0,79,20
9282,72,0.0,0,11
9283,62,3.0,75,11
9284,73,6.0,76,14
9285,72,0.0,0,7
9286,72,0.0,0,3
9287,81,6.0,73,27
9288,72,0.0,0,14
9289,78,6.0,62,7
9290,65,13.0,74,5
9291,64,13.0,62,2
9292,72,0.0,0,8
9293,80,10.0,75,7
9294,72,10.0,59,5
9295,69,11.0,83,13
9296,56,11.0,62,26
9297,67,9.0,77,3
9298,62,8.0,79,27
9299,83,16.0,66,17
9300,72,0.0,0,11
9301,62,10.0,57,7
9302,70,5.0,75,22
9303,68,7.0,65,33
9304,71,6.0,70,6
9305,73,6.0,65,7
9306,73,12.0,66,7
9307,52,22.0,25,3
9308,82,10.0,73,10
9309,72,0.0,0,3
9310,70,9.0,67,17
9311,58,9.0,66,11
9312,71,12.0,69,27
9313,72,0.0,0,19
9314,82,10.0,63,9
9315,66,21.0,76,8
9316,84,11.0,68,3
9317,60,12.0,77,14
9318,72,0.0,0,2
9319,66,17.0,69,1
9320,72,0.0,0,16
9321,61,8.0,72,12
9322,72,0.0,0,7
9323,72,0.0,0,7
9324,72,16.0,75,10
9325,67,16.0,74,8
9326,72,0.0,0,3
9327,82,5.0,62,2
9328,72,0.0,0,20
9329,72,14.0,50,41
9330,72,5.0,51,31
9331,58,6.0,69,31
9332,61,8.0,72,3
9333,60,7.0,70,25
9334,64,4.0,66,3
9335,55,12.0,79,5
9336,72,0.0,0,2
9337,64,9.0,70,6
9338,66,13.0,63,3
9339,72,0.0,0,7
9340,61,10.0,63,3
9341,72,0.0,0,22
9342,62,12.0,54,22
9343,60,11.0,73,14
9344,64,6.0,70,10
9345,61,7.0,62,14
9346,61,6.0,59,16
9347,54,6.0,69,10
9348,69,12.0,57,41
9349,72,0.0,0,1
9350,60,11.0,56,3
9351,72,0.0,0,3
9352,72,0.0,0,3
9353,72,0.0,0,9
9354,58,13.0,89,8
9355,57,9.0,60,33
9356,39,14.0,94,10
9357,66,10.0,72,28
9358,56,12.0,75,29
9359,55,7.0,50,10
9360,72,7.0,49,1
9361,72,0.0,0,13
9362,42,6.0,54,38
9363,72,0.0,0,3
9364,52,14.0,39,3
9365,72,0.0,0,2
9366,46,7.0,55,2
9367,72,0.0,0,3
9368,50,7.0,46,3
9369,72,0.0,0,1
9370,72,0.0,0,14
9371,39,11.0,66,3
9372,72,0.0,0,3
9373,53,10.0,74,18
9374,72,0.0,0,20
9375,82,9.0,66,10
9376,48,15.0,71,10
9377,82,8.0,72,2
9378,48,14.0,82,22
9379,55,10.0,57,7
9380,63,5.0,60,13
9381,49,14.0,67,3
9382,55,7.0,45,14
9383,50,24.0,37,14
9384,43,11.0,47,31
9385,58,11.0,50,7
9386,72,0.0,0,13
9387,64,5.0,73,14
9388,57,8.0,70,7
9389,55,14.0,26,3
9390,42,19.0,54,7
9391,50,11.0,46,2
9392,49,26.0,38,7
9393,59,8.0,41,6
9394,52,7.0,54,21
9395,39,13.0,48,17
9396,72,0.0,0,24
9397,39,3.0,59,6
9398,65,17.0,77,30
9399,72,10.0,52,17
9400,59,8.0,82,6
9401,44,9.0,60,18
9402,72,0.0,0,14
9403,45,6.0,41,4
9404,42,9.0,60,14
9405,66,5.0,57,7
9406,40,7.0,53,7
9407,72,0.0,0,16
9408,42,4.0,53,3
9409,41,5.0,43,11
9410,57,14.0,95,16
9411,55,11.0,92,3
9412,45,16.0,88,2
9413,45,9.0,63,1
9414,39,11.0,74,8
9415,72,0.0,0,6
9416,59,13.0,88,24
9417,41,14.0,85,7
9418,75,5.0,63,3
9419,63,12.0,59,3
9420,72,0.0,0,1
9421,60,12.0,86,18
9422,72,0.0,0,4
9423,72,0.0,0,17
9424,50,6.0,67,4
9425,72,0.0,0,6
9426,52,6.0,58,14
9427,58,8.0,60,3
9428,45,9.0,58,18
9429,40,9.0,76,4
9430,34,6.0,68,4
9431,44,5.0,64,15
9432,40,8.0,50,8
9433,37,10.0,59,35
9434,64,8.0,49,4
9435,72,0.0,0,7
9436,51,8.0,42,7
9437,72,0.0,0,15
9438,47,12.0,58,10
9439,72,0.0,0,3
9440,44,6.0,66,14
9441,57,6.0,83,6
9442,52,10.0,49,16
9443,51,11.0,60,9
9444,59,11.0,60,28
9445,72,0.0,0,17
9446,72,0.0,0,3
9447,58,6.0,63,7
9448,43,2.0,82,27
9449,72,0.0,0,24
9450,56,6.0,53,3
9451,72,0.0,0,18
9452,48,4.0,79,4
9453,45,9.0,75,4
9454,56,11.0,48,30
9455,72,0.0,0,5
9456,51,6.0,68,15
9457,53,11.0,52,3
9458,34,14.0,84,10
9459,64,14.0,75,6
9460,14,12.0,70,10
9461,17,15.0,67,28
9462,32,13.0,73,3
9463,14,10.0,68,3
9464,72,0.0,0,24
9465,32,6.0,63,17
9466,29,11.0,69,3
9467,78,12.0,70,14
9468,51,8.0,53,9
9469,40,13.0,47,7
9470,42,12.0,45,3
9471,72,0.0,0,14
9472,38,10.0,55,3
9473,40,7.0,55,10
9474,38,15.0,48,3
9475,34,17.0,64,20
9476,38,4.0,38,14
9477,72,0.0,0,6
9478,37,7.0,46,2
9479,39,12.0,28,17
9480,42,23.0,49,10
9481,72,0.0,0,6
9482,72,14.0,53,21
9483,47,13.0,51,25
9484,72,0.0,0,10
9485,63,10.0,61,11
9486,44,14.0,27,18
9487,56,12.0,70,27
9488,60,13.0,70,28
9489,53,17.0,83,11
9490,72,0.0,0,15
9491,44,13.0,85,10
9492,72,0.0,0,10
9493,48,10.0,51,14
9494,52,5.0,65,34
9495,44,7.0,72,20
9496,49,9.0,68,3
9497,72,0.0,0,6
9498,72,0.0,0,13
9499,46,15.0,75,21
9500,54,9.0,66,11
9501,42,4.0,67,10
9502,72,0.0,0,17
9503,39,9.0,72,8
9504,44,14.0,57,33
9505,58,8.0,56,7
9506,72,0.0,0,18
9507,34,8.0,79,2
9508,45,6.0,78,11
9509,39,22.0,84,1
9510,40,11.0,70,24
9511,42,13.0,73,3
9512,39,14.0,78,15
9513,72,0.0,0,6
9514,65,5.0,84,3
9515,51,20.0,48,23
9516,72,0.0,0,7
9517,72,0.0,0,5
9518,28,15.0,64,1
9519,72,0.0,0,3
9520,48,6.0,80,6
9521,45,23.0,66,16
9522,79,15.0,80,3
9523,42,5.0,88,6
9524,61,14.0,76,17
9525,52,14.0,73,6
9526,41,12.0,53,20
9527,72,0.0,0,20
9528,76,10.0,74,16
9529,21,7.0,54,3
9530,72,0.0,0,5
9531,46,15.0,93,5
9532,47,16.0,84,19
9533,46,15.0,63,8
9534,53,4.0,68,7
9535,72,0.0,0,8
9536,72,0.0,0,10
9537,41,6.0,71,12
9538,41,10.0,60,7
9539,72,0.0,0,15
9540,40,20.0,82,1
9541,52,11.0,49,3
9542,49,15.0,46,21
9543,72,0.0,0,3
9544,54,7.0,74,9
9545,31,11.0,85,3
9546,45,5.0,33,3
9547,27,10.0,78,25
9548,72,0.0,0,4
9549,66,7.0,86,12
9550,72,0.0,0,31
9551,64,14.0,57,14
9552,71,8.0,83,27
9553,63,8.0,78,3
9554,80,7.0,67,3
9555,85,10.0,66,10
9556,79,11.0,60,24
9557,72,0.0,0,21
9558,77,8.0,69,3
9559,72,0.0,0,14
9560,69,9.0,68,11
9561,67,9.0,80,1
9562,62,12.0,76,15
9563,72,0.0,0,17
9564,64,13.0,70,3
9565,76,8.0,71,7
9566,84,7.0,72,17
9567,58,6.0,52,7
9568,72,14.0,32,3
9569,56,10.0,60,24
9570,72,0.0,0,3
9571,72,0.0,0,1
9572,72,0.0,0,3
9573,56,9.0,54,10
9574,66,8.0,46,13
9575,61,11.0,50,22
9576,85,9.0,64,17
9577,64,5.0,41,2
9578,53,7.0,58,6
9579,51,4.0,64,23
9580,83,12.0,69,6
9581,61,8.0,54,8
9582,67,7.0,59,21
9583,61,7.0,57,7
9584,79,8.0,82,21
9585,76,8.0,54,7
9586,76,12.0,60,3
9587,74,8.0,54,3
9588,71,19.0,39,9
9589,74,11.0,54,35
9590,65,6.0,52,24
9591,72,12.0,51,31
9592,72,0.0,0,7
9593,53,6.0,73,3
9594,61,6.0,76,2
9595,72,0.0,0,6
9596,76,6.0,49,3
9597,72,0.0,0,17
9598,72,0.0,0,7
9599,78,12.0,78,18
9600,81,14.0,59,28
9601,62,8.0,57,14
9602,58,13.0,58,20
9603,67,9.0,39,13
9604,67,7.0,50,13
9605,61,8.0,62,3
9606,72,0.0,0,18
9607,67,5.0,64,14
9608,72,0.0,0,10
9609,72,0.0,0,10
9610,72,0.0,0,7
9611,66,12.0,50,21
9612,77,13.0,79,10
9613,72,0.0,0,3
9614,77,10.0,61,11
9615,58,10.0,54,2
9616,50,16.0,47,38
9617,74,4.0,70,21
9618,72,0.0,0,19
9619,77,7.0,66,31
9620,72,0.0,0,3
9621,78,4.0,58,7
9622,76,8.0,74,7
9623,62,10.0,78,17
9624,72,0.0,0,3
9625,72,12.0,82,1
9626,78,8.0,58,3
9627,53,4.0,79,11
9628,64,13.0,67,7
9629,63,8.0,74,14
9630,42,4.0,86,3
9631,55,6.0,53,19
9632,58,16.0,46,7
9633,76,16.0,55,21
9634,56,8.0,72,3
9635,51,6.0,64,10
9636,72,0.0,0,15
9637,72,11.0,70,20
9638,72,0.0,0,21
9639,72,0.0,0,7
9640,63,15.0,50,5
9641,42,21.0,63,3
9642,62,10.0,47,7
9643,67,12.0,40,18
9644,50,12.0,82,27
9645,72,0.0,0,2
9646,82,10.0,75,21
9647,78,21.0,49,10
9648,59,10.0,50,2
9649,65,7.0,53,2
9650,72,0.0,0,6
9651,63,8.0,52,3
9652,75,8.0,91,22
9653,49,9.0,64,11
9654,57,11.0,65,4
9655,72,0.0,0,7
9656,57,18.0,47,10
9657,59,9.0,74,21
9658,72,0.0,0,7
9659,57,9.0,63,24
9660,76,12.0,74,1
9661,67,6.0,61,25
9662,57,15.0,91,3
9663,57,16.0,52,45
9664,45,5.0,51,9
9665,55,10.0,32,6
9666,72,0.0,0,37
9667,50,8.0,52,13
9668,72,0.0,0,4
9669,41,7.0,62,3
9670,72,0.0,0,18
9671,45,10.0,65,12
9672,72,0.0,0,4
9673,72,0.0,0,17
9674,67,6.0,59,7
9675,50,10.0,45,11
9676,49,10.0,47,21
9677,59,5.0,57,7
9678,52,14.0,43,3
9679,44,7.0,59,31
9680,72,0.0,0,8
9681,44,7.0,62,8
9682,47,12.0,70,34
9683,48,8.0,55,15
9684,72,0.0,0,10
9685,64,17.0,74,16
9686,40,12.0,52,11
9687,44,5.0,56,7
9688,72,8.0,52,3
9689,58,11.0,86,11
9690,42,4.0,63,14
9691,36,5.0,84,3
9692,59,5.0,74,2
9693,48,20.0,71,24
9694,44,12.0,52,3
9695,72,0.0,0,7
9696,54,9.0,93,4
9697,56,4.0,72,7
9698,72,0.0,0,24
9699,69,8.0,70,5
9700,72,0.0,0,6
9701,34,10.0,73,46
9702,72,0.0,0,13
9703,42,11.0,69,10
9704,72,0.0,0,3
9705,42,7.0,75,8
9706,45,9.0,71,3
9707,45,12.0,81,7
9708,33,10.0,60,14
9709,61,15.0,19,14
9710,72,0.0,0,11
9711,72,0.0,0,18
9712,43,18.0,52,31
9713,72,0.0,0,6
9714,72,0.0,0,5
9715,57,4.0,42,18
9716,30,8.0,79,3
9717,36,10.0,38,3
9718,74,6.0,72,6
9719,33,4.0,82,29
9720,44,6.0,46,25
9721,41,10.0,39,24
9722,32,8.0,64,10
9723,32,11.0,75,3
9724,60,12.0,89,22
9725,46,7.0,88,3
9726,53,12.0,45,10
9727,37,16.0,86,5
9728,77,8.0,68,27
9729,45,22.0,77,14
9730,30,10.0,64,4
9731,48,7.0,43,17
9732,72,0.0,0,4
9733,72,0.0,0,3
9734,59,14.0,50,8
9735,72,0.0,0,12
9736,40,9.0,50,1
9737,37,9.0,66,14
9738,72,0.0,0,6
9739,50,14.0,65,14
9740,72,0.0,0,32
9741,43,17.0,72,3
9742,29,12.0,63,8
9743,72,0.0,0,14
9744,37,6.0,73,3
9745,33,7.0,56,21
9746,17,5.0,62,31
9747,37,8.0,99,9
9748,51,12.0,48,20
9749,28,7.0,73,21
9750,11,6.0,89,34
9751,72,0.0,0,1
9752,33,4.0,72,21
9753,39,5.0,88,24
9754,39,8.0,53,6
9755,64,7.0,86,31
9756,65,6.0,89,6
9757,72,0.0,0,20
9758,72,0.0,0,18
9759,49,8.0,79,7
9760,30,24.0,79,10
9761,17,9.0,80,9
9762,38,13.0,54,4
9763,78,12.0,74,6
