,temperature,wind_mph,humid,score_dif
2703,69,9.0,55,10
2704,59,13.0,74,2
2705,70,9.0,60,7
2706,52,6.0,68,6
2707,56,13.0,65,4
2708,48,10.0,36,3
2709,55,8.0,61,4
2710,72,0.0,0,11
2711,50,9.0,76,8
2712,49,13.0,57,6
2713,56,7.0,81,3
2714,49,10.0,76,3
2715,32,14.0,71,3
2716,47,14.0,67,3
2717,50,12.0,83,12
2718,31,14.0,73,28
2719,72,0.0,0,3
2720,58,14.0,65,6
2721,39,14.0,87,1
2722,72,0.0,0,3
2723,56,12.0,86,13
2724,30,9.0,58,13
2725,52,14.0,81,3
2726,16,14.0,66,6
2727,50,11.0,56,10
2728,52,13.0,80,12
2729,53,6.0,79,20
2730,72,6.0,73,21
2731,49,14.0,56,2
2732,32,14.0,73,3
2733,36,10.0,72,6
2734,41,9.0,76,1
2735,49,14.0,56,2
2736,46,9.0,65,21
2737,72,0.0,0,5
2738,61,7.0,88,27
2739,72,0.0,0,3
2740,72,0.0,0,7
2741,43,15.0,100,4
2742,51,8.0,50,3
2743,27,11.0,89,0
2744,35,13.0,75,11
2745,40,11.0,50,21
2746,40,18.0,94,23
2747,69,9.0,70,11
2748,36,12.0,69,11
2749,49,5.0,84,1
2750,23,10.0,71,24
2751,49,8.0,82,17
2752,37,14.0,57,8
2753,72,0.0,0,23
2754,76,8.0,81,10
2755,48,6.0,70,15
2756,45,16.0,97,7
2757,72,0.0,0,10
2758,49,15.0,91,30
2759,48,9.0,72,16
2760,16,15.0,70,1
2761,72,0.0,0,11
2762,37,14.0,57,3
2763,24,13.0,84,4
2764,48,16.0,70,7
2765,56,6.0,51,33
2766,31,14.0,0,22
2767,72,0.0,0,31
2768,29,19.0,77,2
2769,31,18.0,51,18
2770,52,8.0,50,27
2771,1,11.0,67,14
2772,29,14.0,61,3
2773,16,19.0,72,3
2774,72,11.0,82,17
2775,72,0.0,0,5
2776,30,20.0,61,17
2777,44,4.0,56,3
2778,24,6.0,61,21
2779,61,7.0,32,1
2780,46,11.0,39,4
2781,26,12.0,56,4
2782,54,10.0,84,17
2783,51,11.0,75,7
2784,34,11.0,62,21
2785,45,22.0,46,7
2786,72,0.0,0,4
2787,72,0.0,0,21
2788,43,23.0,62,23
2789,65,7.0,79,7
2790,43,22.0,53,17
2791,72,0.0,0,19
2792,34,16.0,67,32
2793,68,16.0,60,20
2794,43,11.0,77,1
2795,77,12.0,78,8
2796,30,7.0,75,23
2797,38,15.0,97,7
2798,53,6.0,52,24
2799,36,8.0,70,17
2800,56,8.0,77,28
2801,25,8.0,85,29
2802,71,18.0,84,4
2803,79,9.0,87,15
2804,74,15.0,74,2
2805,70,11.0,67,6
2806,72,0.0,0,17
2807,76,9.0,84,6
2808,78,11.0,68,3
2809,72,0.0,0,6
2810,76,7.0,73,1
2811,76,8.0,71,14
2812,80,11.0,85,2
2813,70,10.0,77,7
2814,73,10.0,76,3
2815,69,6.0,38,10
2816,78,13.0,80,3
2817,67,8.0,50,4
2818,59,12.0,68,53
2819,65,15.0,65,8
2820,63,13.0,54,13
2821,55,6.0,69,31
2822,71,14.0,60,3
2823,60,11.0,64,19
2824,64,8.0,65,3
2825,72,0.0,0,3
2826,81,13.0,81,9
2827,60,13.0,71,9
2828,54,7.0,63,27
2829,73,9.0,82,20
2830,65,7.0,72,4
2831,59,9.0,71,3
2832,60,9.0,71,11
2833,64,11.0,58,15
2834,72,0.0,0,12
2835,72,0.0,0,14
2836,65,10.0,55,21
2837,68,8.0,41,4
2838,72,0.0,0,17
2839,71,15.0,76,3
2840,83,8.0,33,3
2841,63,5.0,56,3
2842,58,7.0,59,6
2843,79,8.0,64,8
2844,68,6.0,72,27
2845,65,10.0,47,28
2846,69,9.0,24,3
2847,54,10.0,65,4
2848,61,16.0,58,4
2849,59,14.0,53,6
2850,55,14.0,72,6
2851,61,8.0,53,10
2852,62,9.0,71,9
2853,50,9.0,66,15
2854,82,8.0,76,15
2855,79,8.0,86,15
2856,72,0.0,0,1
2857,56,11.0,64,3
2858,56,8.0,68,19
2859,65,10.0,80,21
2860,72,0.0,0,3
2861,72,0.0,0,21
2862,72,11.0,69,22
2863,72,0.0,0,10
2864,79,5.0,54,25
2865,71,7.0,90,18
2866,68,12.0,96,3
2867,72,0.0,0,18
2868,64,8.0,78,24
2869,67,13.0,83,6
2870,67,9.0,68,4
2871,72,8.0,79,9
2872,52,7.0,88,13
2873,50,21.0,74,7
2874,57,14.0,65,2
2875,43,5.0,65,16
2876,72,0.0,0,7
2877,60,16.0,55,3
2878,72,0.0,0,18
2879,49,14.0,68,3
2880,62,13.0,55,18
2881,57,14.0,76,11
2882,56,13.0,88,7
2883,48,17.0,87,16
2884,61,14.0,77,11
2885,67,11.0,26,7
2886,63,12.0,78,10
2887,75,11.0,84,28
2888,68,9.0,80,31
2889,74,12.0,90,10
2890,41,10.0,63,8
2891,67,10.0,41,24
2892,47,9.0,50,4
2893,72,8.0,78,10
2894,44,12.0,76,4
2895,45,9.0,47,20
2896,46,13.0,62,12
2897,47,12.0,43,14
2898,40,7.0,60,24
2899,49,18.0,54,16
2900,50,13.0,52,7
2901,65,14.0,85,15
2902,51,12.0,66,3
2903,72,0.0,0,10
2904,70,9.0,86,10
2905,78,10.0,71,18
2906,65,9.0,81,9
2907,72,0.0,0,20
2908,57,7.0,72,5
2909,71,18.0,63,1
2910,63,14.0,55,24
2911,81,24.0,63,9
2912,79,30.0,57,4
2913,71,18.0,68,1
2914,68,9.0,65,35
2915,66,17.0,79,23
2916,51,10.0,71,4
2917,62,8.0,82,6
2918,60,8.0,61,18
2919,47,5.0,68,2
2920,46,6.0,75,5
2921,51,12.0,60,11
2922,47,7.0,52,17
2923,72,0.0,0,3
2924,75,13.0,65,20
2925,60,17.0,71,1
2926,58,11.0,57,24
2927,72,0.0,0,3
2928,60,9.0,84,3
2929,47,16.0,45,6
2930,34,10.0,72,5
2931,41,7.0,53,31
2932,45,10.0,57,10
2933,49,10.0,45,3
2934,47,13.0,61,2
2935,72,0.0,0,24
2936,44,8.0,59,30
2937,42,11.0,68,20
2938,44,10.0,61,5
2939,59,9.0,81,13
2940,38,7.0,58,7
2941,38,9.0,58,28
2942,77,17.0,70,3
2943,52,10.0,78,2
2944,28,6.0,57,4
2945,55,12.0,79,2
2946,81,13.0,82,19
2947,34,15.0,47,27
2948,26,6.0,65,12
2949,35,11.0,59,35
2950,72,0.0,0,11
2951,35,10.0,78,2
2952,72,0.0,0,14
2953,36,12.0,75,5
2954,72,0.0,0,2
2955,52,10.0,78,21
2956,45,5.0,65,10
2957,63,9.0,78,28
2958,72,0.0,0,14
2959,63,7.0,68,28
2960,49,11.0,55,29
2961,56,7.0,59,14
2962,50,8.0,62,3
2963,72,0.0,0,21
2964,55,14.0,69,10
2965,47,9.0,70,7
2966,50,12.0,61,6
2967,56,12.0,51,10
2968,44,10.0,88,7
2969,57,13.0,66,3
2970,59,16.0,38,6
2971,72,0.0,0,20
2972,46,16.0,44,6
2973,64,16.0,99,31
2974,63,8.0,85,4
2975,55,10.0,80,6
2976,35,13.0,62,4
2977,61,10.0,76,8
2978,49,6.0,79,3
2979,75,12.0,69,1
2980,35,6.0,91,11
2981,42,11.0,92,6
2982,62,11.0,78,3
2983,60,5.0,70,21
2984,72,0.0,0,23
2985,73,11.0,87,15
2986,53,9.0,48,14
2987,64,6.0,32,2
2988,36,13.0,58,13
2989,64,9.0,32,6
2990,21,10.0,51,16
2991,23,9.0,71,3
2992,28,15.0,70,7
2993,34,12.0,64,37
2994,28,12.0,59,20
2995,41,7.0,39,21
2996,25,14.0,80,3
2997,39,15.0,54,17
2998,72,0.0,0,7
2999,72,0.0,0,5
3000,44,21.0,56,7
3001,54,6.0,78,5
3002,29,17.0,64,1
3003,72,0.0,0,18
3004,72,0.0,0,35
3005,32,12.0,56,7
3006,35,11.0,46,3
3007,39,10.0,48,14
3008,42,11.0,41,21
3009,52,6.0,85,16
3010,32,14.0,52,1
3011,39,11.0,48,9
3012,72,0.0,0,3
3013,75,7.0,82,3
3014,72,0.0,0,5
3015,67,8.0,92,3
3016,50,7.0,69,5
3017,40,14.0,80,4
3018,29,19.0,56,36
3019,46,11.0,73,10
3020,38,13.0,50,28
3021,57,7.0,42,15
3022,40,12.0,71,1
3023,39,7.0,78,24
3024,72,0.0,0,6
3025,34,16.0,78,4
3026,61,7.0,28,10
3027,72,0.0,0,6
3028,42,5.0,99,10
3029,60,8.0,37,3
3030,60,6.0,76,7
3031,43,12.0,71,2
3032,25,7.0,73,20
3033,18,18.0,66,14
3034,54,8.0,53,12
3035,70,8.0,60,14
3036,65,5.0,77,6
3037,72,9.0,81,5
3038,75,12.0,58,3
3039,80,14.0,64,6
3040,73,12.0,46,17
3041,64,8.0,66,10
3042,72,0.0,0,21
3043,72,0.0,0,3
3044,73,8.0,74,1
3045,76,11.0,51,21
3046,82,10.0,58,13
3047,66,11.0,70,21
3048,78,9.0,46,14
3049,76,7.0,86,1
3050,58,16.0,70,3
3051,68,9.0,66,1
3052,67,10.0,83,19
3053,74,12.0,81,2
3054,68,13.0,92,10
3055,64,14.0,78,22
3056,67,8.0,53,21
3057,69,13.0,78,16
3058,68,8.0,68,6
3059,57,12.0,74,35
3060,77,8.0,93,1
3061,77,7.0,64,3
3062,62,12.0,80,9
3063,77,14.0,66,20
3064,72,0.0,0,5
3065,76,12.0,79,2
3066,66,9.0,37,17
3067,77,8.0,88,3
3068,67,9.0,70,30
3069,72,0.0,0,6
3070,86,19.0,58,11
3071,72,0.0,0,9
3072,72,0.0,0,13
3073,76,17.0,70,7
3074,74,14.0,77,10
3075,62,8.0,74,3
3076,79,8.0,78,32
3077,60,19.0,78,3
3078,55,9.0,82,21
3079,59,8.0,53,14
3080,54,9.0,64,17
3081,58,6.0,58,35
3082,81,7.0,78,7
3083,63,7.0,64,10
3084,85,10.0,72,5
3085,61,11.0,47,21
3086,58,8.0,59,17
3087,72,0.0,0,20
3088,64,8.0,60,14
3089,58,6.0,68,3
3090,53,14.0,51,9
3091,60,12.0,70,15
3092,62,8.0,83,14
3093,45,11.0,60,6
3094,72,0.0,0,33
3095,41,10.0,75,3
3096,79,8.0,84,13
3097,39,7.0,65,5
3098,68,10.0,82,2
3099,54,6.0,59,10
3100,65,7.0,79,22
3101,72,0.0,0,19
3102,58,11.0,53,10
3103,69,10.0,46,21
3104,49,14.0,59,23
3105,72,0.0,0,11
3106,57,16.0,61,15
3107,44,13.0,71,1
3108,49,12.0,74,5
3109,59,12.0,48,7
3110,64,7.0,37,45
3111,49,10.0,54,8
3112,73,7.0,66,0
3113,62,8.0,78,14
3114,72,0.0,0,24
3115,58,14.0,71,34
3116,38,7.0,62,6
3117,50,6.0,44,1
3118,61,10.0,33,3
3119,47,13.0,58,17
3120,55,11.0,76,14
3121,62,14.0,70,10
3122,67,9.0,44,37
3123,49,10.0,74,14
3124,66,9.0,74,23
3125,46,12.0,66,5
3126,72,0.0,0,6
3127,62,7.0,72,16
3128,80,8.0,72,3
3129,61,9.0,76,7
3130,72,0.0,0,27
3131,49,8.0,34,6
3132,42,12.0,71,11
3133,49,21.0,43,8
3134,47,30.0,62,5
3135,45,21.0,60,3
3136,55,9.0,59,11
3137,37,10.0,63,3
3138,48,11.0,64,3
3139,72,0.0,0,20
3140,56,11.0,72,1
3141,37,25.0,54,1
3142,35,16.0,54,13
3143,57,7.0,82,19
3144,45,24.0,47,7
3145,41,26.0,71,18
3146,47,21.0,52,3
3147,54,11.0,21,4
3148,67,8.0,70,17
3149,40,6.0,58,2
3150,72,0.0,0,7
3151,50,15.0,45,25
3152,51,10.0,52,7
3153,49,12.0,59,3
3154,40,15.0,46,13
3155,58,6.0,56,6
3156,72,0.0,0,4
3157,65,7.0,48,14
3158,42,6.0,58,17
3159,40,9.0,59,16
3160,48,15.0,44,6
3161,58,15.0,52,14
3162,45,15.0,64,34
3163,59,6.0,82,21
3164,51,17.0,63,7
3165,72,0.0,0,1
3166,44,12.0,66,7
3167,72,0.0,0,13
3168,44,12.0,66,3
3169,52,6.0,66,1
3170,74,6.0,78,3
3171,66,17.0,45,6
3172,61,6.0,86,7
3173,57,5.0,80,11
3174,72,0.0,0,4
3175,36,8.0,59,3
3176,60,8.0,37,13
3177,45,16.0,70,24
3178,40,15.0,53,6
3179,34,11.0,86,14
3180,35,6.0,71,4
3181,72,0.0,0,1
3182,35,7.0,64,8
3183,24,5.0,75,7
3184,60,11.0,90,18
3185,34,14.0,46,3
3186,77,9.0,90,4
3187,44,18.0,82,10
3188,72,0.0,0,2
3189,64,12.0,72,3
3190,56,11.0,84,12
3191,37,5.0,69,3
3192,42,9.0,59,3
3193,34,10.0,70,16
3194,40,13.0,59,24
3195,41,10.0,49,15
3196,69,9.0,77,14
3197,47,8.0,93,4
3198,39,8.0,63,26
3199,45,11.0,83,8
3200,39,14.0,58,12
3201,47,15.0,62,11
3202,72,0.0,0,20
3203,40,14.0,70,44
3204,72,0.0,0,6
3205,49,19.0,45,14
3206,72,0.0,0,3
3207,39,18.0,65,16
3208,36,14.0,74,13
3209,56,8.0,76,4
3210,59,7.0,82,25
3211,44,8.0,45,4
3212,43,14.0,52,4
3213,61,6.0,81,1
3214,72,0.0,0,3
3215,37,16.0,65,3
3216,51,6.0,79,6
3217,72,0.0,0,6
3218,54,7.0,65,23
3219,46,7.0,46,3
3220,64,7.0,72,11
3221,54,11.0,83,3
3222,72,0.0,0,6
3223,58,12.0,70,1
3224,43,9.0,83,3
3225,56,10.0,90,54
3226,62,12.0,86,1
3227,39,11.0,82,17
3228,48,12.0,53,3
3229,48,8.0,62,6
3230,75,16.0,58,3
3231,60,6.0,48,7
3232,49,12.0,61,3
3233,41,9.0,37,3
3234,27,14.0,60,3
3235,28,15.0,55,22
3236,72,0.0,0,13
3237,19,14.0,51,19
3238,45,14.0,52,25
3239,34,15.0,51,14
3240,23,12.0,52,5
3241,26,17.0,63,5
3242,31,21.0,59,1
3243,37,16.0,46,10
3244,60,5.0,40,24
3245,59,8.0,72,1
3246,69,12.0,61,7
3247,72,0.0,0,21
3248,57,7.0,79,3
3249,72,0.0,0,8
3250,14,7.0,62,3
3251,18,9.0,51,10
3252,19,16.0,58,16
3253,28,9.0,50,8
3254,53,6.0,82,5
3255,72,0.0,0,4
3256,72,0.0,0,11
3257,15,7.0,54,24
3258,57,7.0,87,9
3259,51,5.0,90,20
3260,49,12.0,59,21
3261,61,9.0,83,6
3262,24,10.0,58,15
3263,2,21.0,65,2
3264,40,16.0,39,3
3265,67,8.0,51,7
3266,12,12.0,58,13
3267,72,0.0,0,17
3268,81,8.0,74,8
3269,77,8.0,76,27
3270,69,9.0,73,7
3271,63,8.0,84,7
3272,70,11.0,64,14
3273,69,8.0,71,6
3274,62,10.0,79,1
3275,67,9.0,58,2
3276,71,4.0,71,13
3277,75,8.0,80,16
3278,67,4.0,81,4
3279,72,0.0,0,7
3280,66,8.0,94,31
3281,66,6.0,80,30
3282,81,10.0,80,20
3283,74,6.0,68,10
3284,72,0.0,0,3
3285,81,7.0,63,10
3286,72,0.0,0,6
3287,82,9.0,62,13
3288,62,12.0,70,11
3289,74,4.0,66,9
3290,75,16.0,50,1
3291,73,11.0,81,5
3292,72,8.0,73,6
3293,78,7.0,61,32
3294,65,8.0,73,14
3295,66,13.0,48,26
3296,55,8.0,83,6
3297,58,8.0,68,11
3298,68,9.0,58,10
3299,63,14.0,59,3
3300,61,8.0,65,17
3301,58,5.0,58,2
3302,68,14.0,54,11
3303,72,0.0,0,6
3304,59,17.0,64,28
3305,69,7.0,80,12
3306,61,20.0,59,13
3307,70,10.0,25,18
3308,64,10.0,74,10
3309,62,13.0,50,14
3310,68,17.0,67,6
3311,67,8.0,65,3
3312,77,8.0,68,10
3313,64,12.0,79,7
3314,72,0.0,0,6
3315,70,17.0,56,11
3316,58,24.0,67,17
3317,63,6.0,28,18
3318,82,10.0,59,8
3319,69,15.0,68,16
3320,73,13.0,55,3
3321,72,0.0,0,16
3322,68,9.0,66,23
3323,53,10.0,59,17
3324,72,0.0,0,14
3325,64,10.0,71,11
3326,82,10.0,69,0
3327,47,11.0,70,6
3328,58,11.0,76,17
3329,76,9.0,76,18
3330,58,10.0,59,13
3331,52,16.0,58,16
3332,53,17.0,56,13
3333,69,8.0,68,14
3334,50,13.0,82,3
3335,64,13.0,54,3
3336,72,0.0,0,7
3337,62,7.0,66,3
3338,52,11.0,54,20
3339,58,18.0,67,31
3340,64,14.0,33,6
3341,49,7.0,85,11
3342,57,12.0,75,27
3343,60,11.0,88,2
3344,52,4.0,67,22
3345,51,6.0,68,6
3346,68,13.0,69,2
3347,48,8.0,78,17
3348,52,11.0,54,4
3349,72,0.0,0,17
3350,72,0.0,0,18
3351,44,8.0,63,10
3352,57,20.0,69,27
3353,44,27.0,61,12
3354,72,0.0,0,32
3355,49,23.0,53,14
3356,64,15.0,55,12
3357,59,8.0,81,2
3358,51,14.0,77,28
3359,47,21.0,78,10
3360,53,10.0,73,29
3361,68,16.0,71,21
3362,76,7.0,66,3
3363,57,27.0,53,3
3364,55,17.0,70,19
3365,72,0.0,0,31
3366,48,13.0,64,16
3367,54,12.0,74,1
3368,45,9.0,73,10
3369,72,0.0,0,4
3370,40,10.0,53,14
3371,72,0.0,0,10
3372,45,9.0,52,13
3373,56,11.0,78,3
3374,44,16.0,94,3
3375,49,9.0,79,2
3376,58,10.0,85,11
3377,41,10.0,56,2
3378,39,9.0,55,3
3379,53,10.0,90,13
3380,50,8.0,67,3
3381,51,8.0,67,9
3382,70,8.0,25,7
3383,50,5.0,75,10
3384,78,22.0,66,17
3385,72,0.0,0,31
3386,60,5.0,72,13
3387,68,6.0,32,2
3388,59,6.0,73,10
3389,52,11.0,71,19
3390,53,6.0,73,3
3391,59,8.0,77,21
3392,72,13.0,81,10
3393,51,10.0,42,2
3394,64,7.0,63,8
3395,65,9.0,73,23
3396,44,15.0,42,3
3397,72,0.0,0,3
3398,72,0.0,0,1
3399,47,19.0,46,15
3400,55,11.0,41,2
3401,57,8.0,54,42
3402,46,13.0,59,2
3403,49,12.0,43,27
3404,48,10.0,36,3
3405,54,10.0,82,3
3406,53,13.0,65,3
3407,50,20.0,80,13
3408,51,6.0,70,24
3409,51,17.0,61,25
3410,69,8.0,61,16
3411,56,10.0,59,13
3412,49,20.0,68,3
3413,44,7.0,74,4
3414,53,12.0,73,10
3415,60,15.0,79,3
3416,45,20.0,92,11
3417,42,3.0,48,14
3418,72,0.0,0,3
3419,53,11.0,49,14
3420,56,7.0,58,17
3421,72,0.0,0,21
3422,41,20.0,51,1
3423,39,16.0,52,10
3424,60,9.0,96,34
3425,30,15.0,72,22
3426,51,7.0,60,14
3427,60,8.0,79,2
3428,21,6.0,81,16
3429,30,9.0,60,17
3430,72,0.0,0,3
3431,39,16.0,48,11
3432,49,6.0,61,34
3433,37,9.0,62,27
3434,31,19.0,82,3
3435,45,5.0,47,1
3436,72,0.0,0,17
3437,68,22.0,62,1
3438,34,16.0,77,7
3439,37,18.0,50,7
3440,42,23.0,48,25
3441,33,12.0,58,24
3442,72,0.0,0,17
3443,36,10.0,53,20
3444,57,7.0,86,17
3445,30,9.0,77,12
3446,72,0.0,0,1
3447,49,10.0,77,7
3448,72,0.0,0,4
3449,73,8.0,74,3
3450,72,0.0,0,4
3451,43,21.0,45,2
3452,48,6.0,62,1
3453,59,9.0,81,1
3454,36,28.0,50,3
3455,72,0.0,0,4
3456,33,12.0,76,1
3457,60,13.0,65,10
3458,43,10.0,68,27
3459,39,20.0,43,24
3460,31,12.0,83,14
3461,49,8.0,27,3
3462,28,7.0,65,18
3463,56,7.0,92,3
3464,32,6.0,67,1
3465,72,0.0,0,38
3466,32,6.0,73,10
3467,36,8.0,62,10
3468,38,6.0,63,10
3469,44,9.0,83,11
3470,54,7.0,87,22
3471,72,0.0,0,28
3472,30,11.0,60,9
3473,58,8.0,55,1
3474,56,7.0,94,17
3475,27,5.0,71,7
3476,35,8.0,63,24
3477,59,7.0,74,5
3478,55,20.0,62,10
3479,26,20.0,51,3
3480,72,0.0,0,21
3481,72,0.0,0,3
3482,72,0.0,0,4
3483,21,13.0,56,2
3484,59,8.0,80,23
3485,24,21.0,48,25
3486,10,17.0,67,4
3487,6,11.0,68,11
3488,21,10.0,46,2
3489,22,13.0,58,38
3490,72,0.0,0,1
3491,63,13.0,74,13
3492,37,17.0,78,4
3493,38,10.0,82,6
3494,57,15.0,73,38
3495,76,10.0,80,3
3496,45,14.0,91,7
3497,42,11.0,71,14
3498,43,4.0,73,1
3499,-6,24.0,51,20
3500,72,0.0,0,5
3501,75,9.0,58,2
3502,48,10.0,82,20
3503,72,0.0,0,7
3504,72,0.0,0,7
3505,72,0.0,0,14
3506,65,13.0,46,6
3507,75,7.0,70,21
3508,72,6.0,66,11
3509,74,6.0,65,3
3510,73,6.0,69,5
3511,72,0.0,0,14
3512,73,11.0,80,12
3513,75,9.0,58,17
3514,84,15.0,57,8
3515,60,11.0,81,1
3516,72,0.0,0,2
3517,56,10.0,64,3
3518,76,8.0,70,24
3519,60,10.0,72,7
3520,62,8.0,78,17
3521,55,6.0,56,6
3522,56,10.0,67,10
3523,82,5.0,70,4
3524,58,8.0,56,3
3525,70,10.0,68,5
3526,80,8.0,80,8
3527,62,14.0,60,24
3528,60,13.0,76,8
3529,45,10.0,65,19
3530,50,9.0,90,10
3531,53,10.0,83,11
3532,57,18.0,78,3
3533,72,0.0,0,14
3534,61,8.0,49,5
3535,72,0.0,0,10
3536,55,14.0,85,2
3537,50,9.0,90,37
3538,33,10.0,48,7
3539,55,8.0,82,4
3540,57,11.0,96,17
3541,46,9.0,72,3
3542,57,7.0,70,4
3543,72,0.0,0,7
3544,40,11.0,59,17
3545,32,11.0,56,2
3546,59,14.0,91,3
3547,72,0.0,0,28
3548,61,6.0,60,10
3549,56,11.0,81,3
3550,46,15.0,76,14
3551,38,6.0,67,4
3552,72,0.0,0,16
3553,30,14.0,39,8
3554,27,7.0,74,20
3555,60,7.0,68,6
3556,74,10.0,84,6
3557,57,16.0,37,6
3558,72,0.0,0,3
3559,42,12.0,93,12
3560,64,9.0,81,14
3561,57,8.0,75,5
3562,61,9.0,86,3
3563,60,17.0,71,17
3564,58,8.0,78,21
3565,36,6.0,66,7
3566,56,11.0,85,3
3567,49,16.0,90,13
3568,78,12.0,74,8
3569,60,8.0,89,3
3570,72,0.0,0,15
3571,47,4.0,76,4
3572,35,11.0,69,16
3573,59,8.0,72,3
3574,26,16.0,51,3
3575,10,11.0,59,20
3576,17,8.0,66,5
3577,72,0.0,0,6
3578,72,0.0,0,3
3579,19,10.0,70,5
3580,20,12.0,67,13
3581,26,12.0,50,13
3582,38,18.0,84,35
3583,27,18.0,64,15
3584,72,0.0,0,30
3585,56,10.0,64,1
3586,56,7.0,66,6
3587,32,6.0,73,1
3588,35,15.0,82,1
3589,29,6.0,80,0
3590,31,10.0,68,21
3591,46,7.0,76,10
3592,34,12.0,88,3
3593,72,0.0,0,16
3594,56,12.0,46,14
3595,50,9.0,81,1
3596,35,11.0,28,21
3597,72,0.0,0,3
3598,56,6.0,79,16
3599,37,13.0,87,3
3600,51,15.0,75,23
3601,38,19.0,71,4
3602,72,0.0,0,17
3603,72,0.0,0,6
3604,51,14.0,79,14
3605,72,0.0,0,28
3606,27,10.0,77,13
3607,55,10.0,29,18
3608,64,10.0,81,31
3609,73,11.0,72,2
3610,52,8.0,38,17
3611,52,8.0,38,8
3612,76,16.0,70,17
3613,38,15.0,46,11
3614,41,6.0,76,1
3615,38,8.0,67,2
3616,31,8.0,67,16
3617,72,0.0,0,29
3618,53,7.0,43,7
3619,72,0.0,0,8
3620,72,10.0,89,3
3621,37,5.0,72,27
3622,28,12.0,83,24
3623,41,4.0,72,28
3624,72,0.0,0,2
3625,72,0.0,0,3
3626,72,0.0,0,4
3627,70,8.0,91,15
3628,20,9.0,81,25
3629,44,11.0,43,24
3630,59,7.0,71,17
3631,49,12.0,77,13
3632,32,10.0,70,3
3633,72,0.0,0,6
3634,33,11.0,74,27
3635,40,12.0,58,14
3636,66,6.0,34,3
3637,58,10.0,62,21
3638,38,7.0,56,11
3639,35,8.0,52,14
3640,69,10.0,97,14
3641,54,9.0,64,10
3642,68,14.0,63,5
3643,80,12.0,49,3
3644,75,9.0,73,12
3645,82,7.0,83,11
3646,72,12.0,60,12
3647,73,5.0,64,4
3648,75,9.0,67,10
3649,72,0.0,0,11
3650,78,10.0,62,6
3651,76,10.0,63,6
3652,72,0.0,0,3
3653,78,9.0,63,10
3654,82,16.0,45,4
3655,84,6.0,66,1
3656,72,0.0,0,31
3657,77,8.0,59,3
3658,68,11.0,63,7
3659,72,0.0,0,5
3660,79,10.0,71,17
3661,83,10.0,57,10
3662,60,11.0,68,4
3663,82,7.0,66,3
3664,84,10.0,47,7
3665,77,13.0,65,4
3666,77,8.0,59,14
3667,83,8.0,73,10
3668,88,13.0,46,7
3669,69,12.0,75,3
3670,56,9.0,62,10
3671,71,18.0,74,3
3672,72,0.0,0,12
3673,72,6.0,58,15
3674,82,15.0,67,15
3675,76,8.0,92,3
3676,66,10.0,35,3
3677,84,15.0,55,15
3678,67,10.0,79,10
3679,72,0.0,0,3
3680,72,0.0,0,16
3681,60,11.0,76,5
3682,72,0.0,0,3
3683,74,7.0,73,13
3684,63,16.0,77,4
3685,54,7.0,58,3
3686,64,8.0,44,15
3687,72,0.0,0,10
3688,53,9.0,59,17
3689,73,9.0,69,6
3690,72,0.0,0,3
3691,75,12.0,75,6
3692,52,6.0,54,5
3693,56,5.0,56,3
3694,60,10.0,53,3
3695,71,12.0,51,1
3696,79,19.0,56,8
3697,61,8.0,59,24
3698,68,6.0,59,4
3699,72,0.0,0,13
3700,68,13.0,55,17
3701,66,8.0,86,7
3702,65,4.0,81,2
3703,76,18.0,50,24
3704,60,6.0,70,7
3705,66,13.0,75,41
3706,72,0.0,0,10
3707,64,6.0,96,20
3708,67,8.0,68,11
3709,60,10.0,75,15
3710,64,7.0,61,3
3711,68,18.0,58,24
3712,61,7.0,68,5
3713,66,9.0,59,2
3714,70,6.0,69,3
3715,54,16.0,60,3
3716,56,10.0,76,24
3717,73,12.0,76,7
3718,72,0.0,0,24
3719,79,9.0,70,3
3720,52,14.0,55,9
3721,65,10.0,66,3
3722,62,12.0,72,4
3723,72,0.0,0,12
3724,68,9.0,75,1
3725,56,10.0,77,10
3726,73,13.0,70,30
3727,62,11.0,68,21
3728,72,0.0,0,19
3729,50,15.0,50,16
3730,78,9.0,88,7
3731,66,9.0,71,6
3732,72,0.0,0,14
3733,54,7.0,62,23
3734,52,6.0,60,27
3735,45,8.0,43,7
3736,52,15.0,55,18
3737,72,0.0,0,20
3738,72,0.0,0,2
3739,47,10.0,67,1
3740,56,6.0,25,8
3741,56,8.0,85,21
3742,58,9.0,68,2
3743,48,14.0,89,3
3744,76,8.0,88,3
3745,53,9.0,88,14
3746,72,0.0,0,6
3747,57,10.0,95,7
3748,48,8.0,85,31
3749,67,8.0,72,10
3750,72,0.0,0,3
3751,51,13.0,70,6
3752,50,9.0,87,1
3753,53,10.0,95,0
3754,65,11.0,78,14
3755,46,11.0,56,20
3756,50,4.0,39,3
3757,68,7.0,76,13
3758,43,10.0,61,21
3759,41,7.0,62,6
3760,36,5.0,62,6
3761,41,8.0,51,1
3762,60,15.0,63,11
3763,76,12.0,59,16
3764,38,6.0,55,5
3765,52,11.0,64,10
3766,43,14.0,49,18
3767,71,9.0,73,3
3768,53,8.0,88,8
3769,72,0.0,0,17
3770,72,0.0,0,5
3771,59,12.0,73,3
3772,72,0.0,0,8
3773,43,10.0,88,14
3774,72,0.0,0,41
3775,43,11.0,71,23
3776,43,10.0,72,38
3777,42,14.0,68,3
