,temperature,wind_mph,humid,total_Score
2500,48,21.0,82,17
2501,59,9.0,56,19
2502,47,13.0,64,40
2503,72,0.0,0,23
2504,39,12.0,68,27
2505,42,10.0,50,28
2506,50,11.0,77,19
2507,39,8.0,95,69
2508,72,0.0,0,45
2509,72,0.0,0,58
2510,54,12.0,91,37
2511,34,27.0,50,20
2512,53,10.0,62,17
2513,31,16.0,41,21
2514,40,15.0,48,40
2515,20,10.0,79,43
2516,31,22.0,49,43
2517,21,15.0,66,9
2518,10,10.0,71,19
2519,72,0.0,0,54
2520,56,6.0,90,47
2521,60,5.0,76,10
2522,60,15.0,76,26
2523,40,15.0,54,34
2524,29,15.0,63,10
2525,59,12.0,64,38
2526,59,6.0,82,51
2527,31,10.0,90,34
2528,57,6.0,91,34
2529,33,7.0,62,50
2530,12,11.0,71,55
2531,72,0.0,0,29
2532,72,0.0,0,38
2533,6,9.0,70,19
2534,79,10.0,78,23
2535,0,12.0,86,27
2536,6,12.0,69,46
2537,3,8.0,76,31
2538,22,11.0,45,23
2539,20,17.0,45,24
2540,5,11.0,83,34
2541,13,19.0,46,24
2542,44,10.0,27,26
2543,53,8.0,86,48
2544,60,6.0,82,30
2545,18,14.0,48,31
2546,72,0.0,0,47
2547,23,12.0,64,65
2548,53,6.0,90,77
2549,72,0.0,0,51
2550,41,7.0,80,31
2551,76,8.0,93,45
2552,63,12.0,81,19
2553,50,17.0,69,42
2554,40,8.0,97,30
2555,36,16.0,64,21
2556,66,14.0,72,24
2557,41,14.0,81,54
2558,50,10.0,82,41
2559,72,0.0,0,39
2560,36,16.0,83,27
2561,72,0.0,0,37
2562,52,10.0,25,20
2563,44,16.0,31,55
2564,41,9.0,56,68
2565,37,8.0,35,44
2566,60,12.0,91,21
2567,13,6.0,61,37
2568,38,19.0,76,29
2569,72,0.0,0,37
2570,83,8.0,76,32
2571,77,10.0,75,34
2572,72,0.0,0,55
2573,72,0.0,0,20
2574,72,0.0,0,44
2575,66,12.0,80,45
2576,72,7.0,68,53
2577,74,13.0,69,27
2578,75,13.0,25,20
2579,73,9.0,69,30
2580,69,11.0,76,31
2581,68,6.0,77,47
2582,71,13.0,70,30
2583,87,8.0,46,38
2584,83,6.0,76,22
2585,75,8.0,77,45
2586,70,5.0,78,31
2587,73,7.0,56,65
2588,64,13.0,81,29
2589,81,9.0,57,22
2590,75,9.0,67,23
2591,67,9.0,59,42
2592,61,14.0,51,58
2593,71,11.0,70,41
2594,78,9.0,67,37
2595,59,11.0,64,41
2596,67,6.0,78,10
2597,79,11.0,65,21
2598,72,0.0,0,41
2599,59,13.0,82,31
2600,68,8.0,66,41
2601,79,6.0,70,40
2602,72,0.0,0,19
2603,76,12.0,79,31
2604,59,9.0,78,26
2605,72,0.0,0,39
2606,67,14.0,32,41
2607,82,12.0,70,55
2608,67,10.0,77,41
2609,68,8.0,66,36
2610,82,14.0,65,38
2611,58,9.0,73,61
2612,76,5.0,70,33
2613,61,8.0,62,37
2614,68,6.0,66,40
2615,60,7.0,73,20
2616,68,6.0,65,38
2617,72,0.0,0,44
2618,56,11.0,77,41
2619,78,11.0,87,23
2620,72,0.0,0,16
2621,58,4.0,86,24
2622,74,7.0,56,35
2623,85,9.0,35,27
2624,65,6.0,65,26
2625,63,12.0,62,44
2626,61,10.0,86,29
2627,78,6.0,83,31
2628,57,10.0,78,49
2629,65,9.0,23,35
2630,72,0.0,0,46
2631,59,10.0,83,51
2632,83,6.0,70,34
2633,65,6.0,78,31
2634,66,9.0,75,45
2635,60,18.0,84,41
2636,63,10.0,85,43
2637,62,11.0,71,40
2638,60,8.0,69,44
2639,68,13.0,58,14
2640,60,8.0,81,38
2641,48,6.0,70,47
2642,48,14.0,60,38
2643,72,0.0,0,57
2644,40,9.0,70,38
2645,50,15.0,55,59
2646,69,10.0,40,27
2647,70,7.0,80,23
2648,69,8.0,79,37
2649,42,13.0,77,38
2650,72,0.0,0,40
2651,72,0.0,0,40
2652,54,12.0,58,43
2653,79,19.0,65,21
2654,48,14.0,61,27
2655,60,9.0,82,34
2656,39,11.0,87,73
2657,44,13.0,73,13
2658,58,15.0,86,21
2659,45,15.0,72,51
2660,49,12.0,54,14
2661,68,9.0,85,49
2662,72,0.0,0,27
2663,50,13.0,58,43
2664,49,17.0,53,31
2665,47,12.0,66,48
2666,48,11.0,67,45
2667,54,6.0,26,23
2668,57,11.0,80,37
2669,65,10.0,77,13
2670,61,11.0,55,23
2671,63,16.0,54,5
2672,58,6.0,65,13
2673,72,0.0,0,45
2674,61,11.0,55,33
2675,72,0.0,0,34
2676,61,10.0,54,57
2677,51,13.0,60,28
2678,74,10.0,63,52
2679,76,14.0,51,21
2680,67,13.0,43,20
2681,56,12.0,72,41
2682,61,11.0,58,31
2683,58,11.0,66,50
2684,52,8.0,61,26
2685,49,12.0,60,41
2686,48,10.0,59,38
2687,43,10.0,70,51
2688,72,0.0,0,37
2689,80,13.0,76,34
2690,56,8.0,56,58
2691,40,11.0,77,16
2692,42,9.0,70,61
2693,72,0.0,0,45
2694,51,12.0,62,76
2695,62,17.0,57,22
2696,67,8.0,83,35
2697,72,0.0,0,24
2698,60,6.0,45,31
2699,64,13.0,64,30
2700,56,9.0,69,13
2701,57,18.0,43,24
2702,64,8.0,81,49
2703,69,9.0,55,30
2704,59,13.0,74,60
2705,70,9.0,60,39
2706,52,6.0,68,34
2707,56,13.0,65,24
2708,48,10.0,36,59
2709,55,8.0,61,38
2710,72,0.0,0,57
2711,50,9.0,76,26
2712,49,13.0,57,26
2713,56,7.0,81,29
2714,49,10.0,76,17
2715,32,14.0,71,31
2716,47,14.0,67,49
2717,50,12.0,83,26
2718,31,14.0,73,56
2719,72,0.0,0,31
2720,58,14.0,65,52
2721,39,14.0,87,49
2722,72,0.0,0,37
2723,56,12.0,86,55
2724,30,9.0,58,19
2725,52,14.0,81,59
2726,16,14.0,66,20
2727,50,11.0,56,44
2728,52,13.0,80,46
2729,53,6.0,79,34
2730,72,6.0,73,41
2731,49,14.0,56,36
2732,32,14.0,73,23
2733,36,10.0,72,20
2734,41,9.0,76,13
2735,49,14.0,56,36
2736,46,9.0,65,69
2737,72,0.0,0,65
2738,61,7.0,88,47
2739,72,0.0,0,31
2740,72,0.0,0,27
2741,43,15.0,100,24
2742,51,8.0,50,37
2743,27,11.0,89,20
2744,35,13.0,75,17
2745,40,11.0,50,49
2746,40,18.0,94,23
2747,69,9.0,70,37
2748,36,12.0,69,49
2749,49,5.0,84,33
2750,23,10.0,71,58
2751,49,8.0,82,31
2752,37,14.0,57,40
2753,72,0.0,0,71
2754,76,8.0,81,24
2755,48,6.0,70,27
2756,45,16.0,97,35
2757,72,0.0,0,16
2758,49,15.0,91,44
2759,48,9.0,72,16
2760,16,15.0,70,55
2761,72,0.0,0,37
2762,37,14.0,57,37
2763,24,13.0,84,24
2764,48,16.0,70,27
2765,56,6.0,51,47
2766,31,14.0,0,48
2767,72,0.0,0,59
2768,29,19.0,77,50
2769,31,18.0,51,44
2770,52,8.0,50,47
2771,1,11.0,67,14
2772,29,14.0,61,37
2773,16,19.0,72,71
2774,72,11.0,82,29
2775,72,0.0,0,29
2776,30,20.0,61,17
2777,44,4.0,56,9
2778,24,6.0,61,27
2779,61,7.0,32,39
2780,46,11.0,39,24
2781,26,12.0,56,38
2782,54,10.0,84,45
2783,51,11.0,75,47
2784,34,11.0,62,63
2785,45,22.0,46,35
2786,72,0.0,0,42
2787,72,0.0,0,69
2788,43,23.0,62,37
2789,65,7.0,79,27
2790,43,22.0,53,23
2791,72,0.0,0,47
2792,34,16.0,67,64
2793,68,16.0,60,26
2794,43,11.0,77,27
2795,77,12.0,78,26
2796,30,7.0,75,43
2797,38,15.0,97,47
2798,53,6.0,52,44
2799,36,8.0,70,45
2800,56,8.0,77,28
2801,25,8.0,85,39
2802,71,18.0,84,66
2803,79,9.0,87,47
2804,74,15.0,74,16
2805,70,11.0,67,50
2806,72,0.0,0,49
2807,76,9.0,84,40
2808,78,11.0,68,9
2809,72,0.0,0,74
2810,76,7.0,73,43
2811,76,8.0,71,14
2812,80,11.0,85,56
2813,70,10.0,77,41
2814,73,10.0,76,47
2815,69,6.0,38,10
2816,78,13.0,80,29
2817,67,8.0,50,22
2818,59,12.0,68,59
2819,65,15.0,65,34
2820,63,13.0,54,41
2821,55,6.0,69,45
2822,71,14.0,60,51
2823,60,11.0,64,33
2824,64,8.0,65,55
2825,72,0.0,0,51
2826,81,13.0,81,29
2827,60,13.0,71,47
2828,54,7.0,63,75
2829,73,9.0,82,40
2830,65,7.0,72,24
2831,59,9.0,71,23
2832,60,9.0,71,31
2833,64,11.0,58,39
2834,72,0.0,0,40
2835,72,0.0,0,26
2836,65,10.0,55,41
2837,68,8.0,41,44
2838,72,0.0,0,37
2839,71,15.0,76,37
2840,83,8.0,33,51
2841,63,5.0,56,45
2842,58,7.0,59,34
2843,79,8.0,64,46
2844,68,6.0,72,27
2845,65,10.0,47,42
2846,69,9.0,24,71
2847,54,10.0,65,30
2848,61,16.0,58,30
2849,59,14.0,53,48
2850,55,14.0,72,48
2851,61,8.0,53,24
2852,62,9.0,71,51
2853,50,9.0,66,77
2854,82,8.0,76,27
2855,79,8.0,86,47
2856,72,0.0,0,47
2857,56,11.0,64,57
2858,56,8.0,68,33
2859,65,10.0,80,21
2860,72,0.0,0,23
2861,72,0.0,0,41
2862,72,11.0,69,40
2863,72,0.0,0,38
2864,79,5.0,54,51
2865,71,7.0,90,44
2866,68,12.0,96,31
2867,72,0.0,0,30
2868,64,8.0,78,30
2869,67,13.0,83,60
2870,67,9.0,68,30
2871,72,8.0,79,23
2872,52,7.0,88,41
2873,50,21.0,74,7
2874,57,14.0,65,18
2875,43,5.0,65,56
2876,72,0.0,0,41
2877,60,16.0,55,31
2878,72,0.0,0,52
2879,49,14.0,68,17
2880,62,13.0,55,32
2881,57,14.0,76,45
2882,56,13.0,88,41
2883,48,17.0,87,86
2884,61,14.0,77,59
2885,67,11.0,26,7
2886,63,12.0,78,16
2887,75,11.0,84,56
2888,68,9.0,80,69
2889,74,12.0,90,24
2890,41,10.0,63,40
2891,67,10.0,41,36
2892,47,9.0,50,44
2893,72,8.0,78,30
2894,44,12.0,76,22
2895,45,9.0,47,34
2896,46,13.0,62,44
2897,47,12.0,43,34
2898,40,7.0,60,44
2899,49,18.0,54,48
2900,50,13.0,52,21
2901,65,14.0,85,41
2902,51,12.0,66,57
2903,72,0.0,0,24
2904,70,9.0,86,24
2905,78,10.0,71,24
2906,65,9.0,81,47
2907,72,0.0,0,48
2908,57,7.0,72,35
2909,71,18.0,63,27
2910,63,14.0,55,56
2911,81,24.0,63,35
2912,79,30.0,57,38
2913,71,18.0,68,55
2914,68,9.0,65,49
2915,66,17.0,79,67
2916,51,10.0,71,24
2917,62,8.0,82,34
2918,60,8.0,61,58
2919,47,5.0,68,22
2920,46,6.0,75,57
2921,51,12.0,60,17
2922,47,7.0,52,23
2923,72,0.0,0,51
2924,75,13.0,65,34
2925,60,17.0,71,55
2926,58,11.0,57,50
2927,72,0.0,0,37
2928,60,9.0,84,59
2929,47,16.0,45,34
2930,34,10.0,72,49
2931,41,7.0,53,45
2932,45,10.0,57,66
2933,49,10.0,45,31
2934,47,13.0,61,30
2935,72,0.0,0,24
2936,44,8.0,59,44
2937,42,11.0,68,32
2938,44,10.0,61,43
2939,59,9.0,81,33
2940,38,7.0,58,13
2941,38,9.0,58,42
2942,77,17.0,70,15
2943,52,10.0,78,26
2944,28,6.0,57,50
2945,55,12.0,79,58
2946,81,13.0,82,19
2947,34,15.0,47,33
2948,26,6.0,65,26
2949,35,11.0,59,55
2950,72,0.0,0,51
2951,35,10.0,78,50
2952,72,0.0,0,48
2953,36,12.0,75,53
2954,72,0.0,0,30
2955,52,10.0,78,27
2956,45,5.0,65,52
2957,63,9.0,78,42
2958,72,0.0,0,62
2959,63,7.0,68,34
2960,49,11.0,55,71
2961,56,7.0,59,54
2962,50,8.0,62,29
2963,72,0.0,0,63
2964,55,14.0,69,66
2965,47,9.0,70,21
2966,50,12.0,61,54
2967,56,12.0,51,36
2968,44,10.0,88,31
2969,57,13.0,66,45
2970,59,16.0,38,34
2971,72,0.0,0,20
2972,46,16.0,44,54
2973,64,16.0,99,43
2974,63,8.0,85,52
2975,55,10.0,80,46
2976,35,13.0,62,24
2977,61,10.0,76,20
2978,49,6.0,79,63
2979,75,12.0,69,45
2980,35,6.0,91,31
2981,42,11.0,92,62
2982,62,11.0,78,29
2983,60,5.0,70,35
2984,72,0.0,0,37
2985,73,11.0,87,63
2986,53,9.0,48,14
2987,64,6.0,32,54
2988,36,13.0,58,47
2989,64,9.0,32,48
2990,21,10.0,51,58
2991,23,9.0,71,23
2992,28,15.0,70,21
2993,34,12.0,64,51
2994,28,12.0,59,54
2995,41,7.0,39,35
2996,25,14.0,80,35
2997,39,15.0,54,59
2998,72,0.0,0,77
2999,72,0.0,0,51
3000,44,21.0,56,41
3001,54,6.0,78,33
3002,29,17.0,64,29
3003,72,0.0,0,38
3004,72,0.0,0,35
3005,32,12.0,56,13
3006,35,11.0,46,17
3007,39,10.0,48,42
3008,42,11.0,41,47
3009,52,6.0,85,30
3010,32,14.0,52,53
3011,39,11.0,48,49
3012,72,0.0,0,37
3013,75,7.0,82,51
3014,72,0.0,0,31
3015,67,8.0,92,3
3016,50,7.0,69,53
3017,40,14.0,80,50
3018,29,19.0,56,48
3019,46,11.0,73,52
3020,38,13.0,50,28
3021,57,7.0,42,43
3022,40,12.0,71,69
3023,39,7.0,78,38
3024,72,0.0,0,46
3025,34,16.0,78,28
3026,61,7.0,28,24
3027,72,0.0,0,20
3028,42,5.0,99,44
3029,60,8.0,37,31
3030,60,6.0,76,41
3031,43,12.0,71,40
3032,25,7.0,73,48
3033,18,18.0,66,40
3034,54,8.0,53,50
3035,70,8.0,60,48
3036,65,5.0,77,18
3037,72,9.0,81,29
3038,75,12.0,58,31
3039,80,14.0,64,76
3040,73,12.0,46,51
3041,64,8.0,66,24
3042,72,0.0,0,47
3043,72,0.0,0,49
3044,73,8.0,74,47
3045,76,11.0,51,33
3046,82,10.0,58,41
3047,66,11.0,70,61
3048,78,9.0,46,20
3049,76,7.0,86,19
3050,58,16.0,70,45
3051,68,9.0,66,33
3052,67,10.0,83,25
3053,74,12.0,81,44
3054,68,13.0,92,30
3055,64,14.0,78,36
3056,67,8.0,53,61
3057,69,13.0,78,58
3058,68,8.0,68,54
3059,57,12.0,74,49
3060,77,8.0,93,33
3061,77,7.0,64,37
3062,62,12.0,80,23
3063,77,14.0,66,48
3064,72,0.0,0,37
3065,76,12.0,79,58
3066,66,9.0,37,43
3067,77,8.0,88,37
3068,67,9.0,70,72
3069,72,0.0,0,68
3070,86,19.0,58,45
3071,72,0.0,0,61
3072,72,0.0,0,27
3073,76,17.0,70,33
3074,74,14.0,77,64
3075,62,8.0,74,45
3076,79,8.0,78,38
3077,60,19.0,78,37
3078,55,9.0,82,35
3079,59,8.0,53,56
3080,54,9.0,64,31
3081,58,6.0,58,41
3082,81,7.0,78,61
3083,63,7.0,64,38
3084,85,10.0,72,37
3085,61,11.0,47,35
3086,58,8.0,59,31
3087,72,0.0,0,34
3088,64,8.0,60,14
3089,58,6.0,68,23
3090,53,14.0,51,37
3091,60,12.0,70,71
3092,62,8.0,83,48
3093,45,11.0,60,40
3094,72,0.0,0,47
3095,41,10.0,75,35
3096,79,8.0,84,47
3097,39,7.0,65,23
3098,68,10.0,82,50
3099,54,6.0,59,38
3100,65,7.0,79,74
3101,72,0.0,0,33
3102,58,11.0,53,32
3103,69,10.0,46,27
3104,49,14.0,59,23
3105,72,0.0,0,37
3106,57,16.0,61,47
3107,44,13.0,71,33
3108,49,12.0,74,29
3109,59,12.0,48,21
3110,64,7.0,37,73
3111,49,10.0,54,34
3112,73,7.0,66,28
3113,62,8.0,78,62
3114,72,0.0,0,30
3115,58,14.0,71,34
3116,38,7.0,62,20
3117,50,6.0,44,41
3118,61,10.0,33,37
3119,47,13.0,58,31
3120,55,11.0,76,48
3121,62,14.0,70,44
3122,67,9.0,44,51
3123,49,10.0,74,14
3124,66,9.0,74,23
3125,46,12.0,66,47
3126,72,0.0,0,34
3127,62,7.0,72,58
3128,80,8.0,72,31
3129,61,9.0,76,27
3130,72,0.0,0,55
3131,49,8.0,34,40
3132,42,12.0,71,79
3133,49,21.0,43,36
3134,47,30.0,62,23
3135,45,21.0,60,31
3136,55,9.0,59,73
3137,37,10.0,63,37
3138,48,11.0,64,23
3139,72,0.0,0,26
3140,56,11.0,72,47
3141,37,25.0,54,53
3142,35,16.0,54,19
3143,57,7.0,82,47
3144,45,24.0,47,27
3145,41,26.0,71,44
3146,47,21.0,52,31
3147,54,11.0,21,36
3148,67,8.0,70,43
3149,40,6.0,58,42
3150,72,0.0,0,47
3151,50,15.0,45,53
3152,51,10.0,52,55
3153,49,12.0,59,51
3154,40,15.0,46,55
3155,58,6.0,56,26
3156,72,0.0,0,30
3157,65,7.0,48,76
3158,42,6.0,58,45
3159,40,9.0,59,44
3160,48,15.0,44,48
3161,58,15.0,52,56
3162,45,15.0,64,34
3163,59,6.0,82,49
3164,51,17.0,63,39
3165,72,0.0,0,61
3166,44,12.0,66,55
3167,72,0.0,0,55
3168,44,12.0,66,73
3169,52,6.0,66,55
3170,74,6.0,78,45
3171,66,17.0,45,60
3172,61,6.0,86,33
3173,57,5.0,80,45
3174,72,0.0,0,72
3175,36,8.0,59,29
3176,60,8.0,37,27
3177,45,16.0,70,24
3178,40,15.0,53,48
3179,34,11.0,86,14
3180,35,6.0,71,16
3181,72,0.0,0,19
3182,35,7.0,64,68
3183,24,5.0,75,55
3184,60,11.0,90,44
3185,34,14.0,46,31
3186,77,9.0,90,30
3187,44,18.0,82,52
3188,72,0.0,0,36
3189,64,12.0,72,51
3190,56,11.0,84,12
3191,37,5.0,69,17
3192,42,9.0,59,59
3193,34,10.0,70,56
3194,40,13.0,59,38
3195,41,10.0,49,41
3196,69,9.0,77,34
3197,47,8.0,93,24
3198,39,8.0,63,68
3199,45,11.0,83,34
3200,39,14.0,58,38
3201,47,15.0,62,45
3202,72,0.0,0,34
3203,40,14.0,70,58
3204,72,0.0,0,40
3205,49,19.0,45,26
3206,72,0.0,0,31
3207,39,18.0,65,30
3208,36,14.0,74,33
3209,56,8.0,76,38
3210,59,7.0,82,51
3211,44,8.0,45,16
3212,43,14.0,52,52
3213,61,6.0,81,43
3214,72,0.0,0,43
3215,37,16.0,65,37
3216,51,6.0,79,12
3217,72,0.0,0,6
3218,54,7.0,65,57
3219,46,7.0,46,37
3220,64,7.0,72,31
3221,54,11.0,83,31
3222,72,0.0,0,48
3223,58,12.0,70,67
3224,43,9.0,83,17
3225,56,10.0,90,68
3226,62,12.0,86,47
3227,39,11.0,82,45
3228,48,12.0,53,73
3229,48,8.0,62,32
3230,75,16.0,58,29
3231,60,6.0,48,35
3232,49,12.0,61,29
3233,41,9.0,37,45
3234,27,14.0,60,31
3235,28,15.0,55,26
3236,72,0.0,0,41
3237,19,14.0,51,25
3238,45,14.0,52,45
3239,34,15.0,51,20
3240,23,12.0,52,51
3241,26,17.0,63,37
3242,31,21.0,59,41
3243,37,16.0,46,38
3244,60,5.0,40,52
3245,59,8.0,72,27
3246,69,12.0,61,41
3247,72,0.0,0,27
3248,57,7.0,79,37
3249,72,0.0,0,42
3250,14,7.0,62,51
3251,18,9.0,51,66
3252,19,16.0,58,50
3253,28,9.0,50,62
3254,53,6.0,82,31
3255,72,0.0,0,36
3256,72,0.0,0,65
3257,15,7.0,54,38
3258,57,7.0,87,43
3259,51,5.0,90,34
3260,49,12.0,59,47
3261,61,9.0,83,34
3262,24,10.0,58,47
3263,2,21.0,65,26
3264,40,16.0,39,57
3265,67,8.0,51,61
3266,12,12.0,58,27
3267,72,0.0,0,37
3268,81,8.0,74,34
3269,77,8.0,76,27
3270,69,9.0,73,47
3271,63,8.0,84,25
3272,70,11.0,64,34
3273,69,8.0,71,48
3274,62,10.0,79,57
3275,67,9.0,58,16
3276,71,4.0,71,27
3277,75,8.0,80,36
3278,67,4.0,81,70
3279,72,0.0,0,41
3280,66,8.0,94,31
3281,66,6.0,80,58
3282,81,10.0,80,40
3283,74,6.0,68,16
3284,72,0.0,0,23
3285,81,7.0,63,24
3286,72,0.0,0,40
3287,82,9.0,62,47
3288,62,12.0,70,45
3289,74,4.0,66,29
3290,75,16.0,50,61
3291,73,11.0,81,51
3292,72,8.0,73,12
3293,78,7.0,61,38
3294,65,8.0,73,48
3295,66,13.0,48,46
3296,55,8.0,83,34
3297,58,8.0,68,45
3298,68,9.0,58,70
3299,63,14.0,59,37
3300,61,8.0,65,51
3301,58,5.0,58,50
3302,68,14.0,54,73
3303,72,0.0,0,26
3304,59,17.0,64,48
3305,69,7.0,80,58
3306,61,20.0,59,27
3307,70,10.0,25,38
3308,64,10.0,74,30
3309,62,13.0,50,56
3310,68,17.0,67,48
3311,67,8.0,65,59
3312,77,8.0,68,30
3313,64,12.0,79,35
3314,72,0.0,0,34
3315,70,17.0,56,45
3316,58,24.0,67,43
3317,63,6.0,28,66
3318,82,10.0,59,28
3319,69,15.0,68,50
3320,73,13.0,55,51
3321,72,0.0,0,16
3322,68,9.0,66,49
3323,53,10.0,59,31
3324,72,0.0,0,26
3325,64,10.0,71,43
3326,82,10.0,69,56
3327,47,11.0,70,40
3328,58,11.0,76,17
3329,76,9.0,76,38
3330,58,10.0,59,47
3331,52,16.0,58,50
3332,53,17.0,56,41
3333,69,8.0,68,34
3334,50,13.0,82,45
3335,64,13.0,54,37
3336,72,0.0,0,27
3337,62,7.0,66,29
3338,52,11.0,54,48
3339,58,18.0,67,59
3340,64,14.0,33,48
3341,49,7.0,85,31
3342,57,12.0,75,27
3343,60,11.0,88,72
3344,52,4.0,67,60
3345,51,6.0,68,20
3346,68,13.0,69,64
3347,48,8.0,78,31
3348,52,11.0,54,52
3349,72,0.0,0,45
3350,72,0.0,0,52
3351,44,8.0,63,52
3352,57,20.0,69,41
3353,44,27.0,61,58
3354,72,0.0,0,32
3355,49,23.0,53,42
3356,64,15.0,55,46
3357,59,8.0,81,34
3358,51,14.0,77,48
3359,47,21.0,78,16
3360,53,10.0,73,57
3361,68,16.0,71,61
3362,76,7.0,66,23
3363,57,27.0,53,37
3364,55,17.0,70,47
3365,72,0.0,0,65
3366,48,13.0,64,22
3367,54,12.0,74,55
3368,45,9.0,73,30
3369,72,0.0,0,58
3370,40,10.0,53,70
3371,72,0.0,0,24
3372,45,9.0,52,47
3373,56,11.0,78,37
3374,44,16.0,94,51
3375,49,9.0,79,46
3376,58,10.0,85,45
3377,41,10.0,56,16
3378,39,9.0,55,37
3379,53,10.0,90,39
3380,50,8.0,67,31
3381,51,8.0,67,35
3382,70,8.0,25,33
3383,50,5.0,75,58
3384,78,22.0,66,37
3385,72,0.0,0,51
3386,60,5.0,72,55
3387,68,6.0,32,42
3388,59,6.0,73,44
3389,52,11.0,71,33
3390,53,6.0,73,31
3391,59,8.0,77,63
3392,72,13.0,81,30
3393,51,10.0,42,36
3394,64,7.0,63,34
3395,65,9.0,73,57
3396,44,15.0,42,57
3397,72,0.0,0,45
3398,72,0.0,0,33
3399,47,19.0,46,35
3400,55,11.0,41,64
3401,57,8.0,54,62
3402,46,13.0,59,50
3403,49,12.0,43,55
3404,48,10.0,36,43
3405,54,10.0,82,31
3406,53,13.0,65,29
3407,50,20.0,80,41
3408,51,6.0,70,24
3409,51,17.0,61,51
3410,69,8.0,61,50
3411,56,10.0,59,33
3412,49,20.0,68,57
3413,44,7.0,74,38
3414,53,12.0,73,30
3415,60,15.0,79,27
3416,45,20.0,92,23
3417,42,3.0,48,34
3418,72,0.0,0,51
3419,53,11.0,49,54
3420,56,7.0,58,31
3421,72,0.0,0,67
3422,41,20.0,51,31
3423,39,16.0,52,30
3424,60,9.0,96,76
3425,30,15.0,72,42
3426,51,7.0,60,34
3427,60,8.0,79,64
3428,21,6.0,81,30
3429,30,9.0,60,59
3430,72,0.0,0,51
3431,39,16.0,48,59
3432,49,6.0,61,40
3433,37,9.0,62,53
3434,31,19.0,82,37
3435,45,5.0,47,61
3436,72,0.0,0,37
3437,68,22.0,62,19
3438,34,16.0,77,35
3439,37,18.0,50,47
3440,42,23.0,48,25
3441,33,12.0,58,24
3442,72,0.0,0,45
3443,36,10.0,53,62
3444,57,7.0,86,51
3445,30,9.0,77,58
3446,72,0.0,0,63
3447,49,10.0,77,27
3448,72,0.0,0,58
3449,73,8.0,74,23
3450,72,0.0,0,30
3451,43,21.0,45,28
3452,48,6.0,62,47
3453,59,9.0,81,55
3454,36,28.0,50,17
3455,72,0.0,0,50
3456,33,12.0,76,19
3457,60,13.0,65,38
3458,43,10.0,68,33
3459,39,20.0,43,50
3460,31,12.0,83,48
3461,49,8.0,27,29
3462,28,7.0,65,24
3463,56,7.0,92,57
3464,32,6.0,67,27
3465,72,0.0,0,52
3466,32,6.0,73,30
3467,36,8.0,62,36
3468,38,6.0,63,24
3469,44,9.0,83,31
3470,54,7.0,87,34
3471,72,0.0,0,42
3472,30,11.0,60,29
3473,58,8.0,55,47
3474,56,7.0,94,29
3475,27,5.0,71,27
3476,35,8.0,63,52
3477,59,7.0,74,37
3478,55,20.0,62,22
3479,26,20.0,51,23
3480,72,0.0,0,63
3481,72,0.0,0,37
3482,72,0.0,0,38
3483,21,13.0,56,44
3484,59,8.0,80,37
3485,24,21.0,48,31
3486,10,17.0,67,16
3487,6,11.0,68,59
3488,21,10.0,46,58
3489,22,13.0,58,38
3490,72,0.0,0,41
3491,63,13.0,74,33
3492,37,17.0,78,58
3493,38,10.0,82,48
3494,57,15.0,73,38
3495,76,10.0,80,79
3496,45,14.0,91,49
3497,42,11.0,71,62
3498,43,4.0,73,55
3499,-6,24.0,51,34
3500,72,0.0,0,47
3501,75,9.0,58,30
3502,48,10.0,82,26
3503,72,0.0,0,27
3504,72,0.0,0,27
3505,72,0.0,0,28
3506,65,13.0,46,40
3507,75,7.0,70,33
3508,72,6.0,66,37
3509,74,6.0,65,71
3510,73,6.0,69,23
3511,72,0.0,0,28
3512,73,11.0,80,58
3513,75,9.0,58,73
3514,84,15.0,57,64
3515,60,11.0,81,45
3516,72,0.0,0,44
3517,56,10.0,64,45
3518,76,8.0,70,52
3519,60,10.0,72,31
3520,62,8.0,78,31
3521,55,6.0,56,46
3522,56,10.0,67,10
3523,82,5.0,70,44
3524,58,8.0,56,45
3525,70,10.0,68,33
3526,80,8.0,80,34
3527,62,14.0,60,38
3528,60,13.0,76,46
3529,45,10.0,65,33
3530,50,9.0,90,44
3531,53,10.0,83,51
3532,57,18.0,78,17
3533,72,0.0,0,34
3534,61,8.0,49,23
3535,72,0.0,0,44
3536,55,14.0,85,16
3537,50,9.0,90,37
3538,33,10.0,48,27
3539,55,8.0,82,32
3540,57,11.0,96,51
3541,46,9.0,72,37
3542,57,7.0,70,52
3543,72,0.0,0,19
3544,40,11.0,59,45
3545,32,11.0,56,28
3546,59,14.0,91,43
3547,72,0.0,0,42
3548,61,6.0,60,50
3549,56,11.0,81,43
3550,46,15.0,76,48
3551,38,6.0,67,22
3552,72,0.0,0,16
3553,30,14.0,39,50
3554,27,7.0,74,20
3555,60,7.0,68,34
3556,74,10.0,84,40
3557,57,16.0,37,54
3558,72,0.0,0,23
3559,42,12.0,93,54
3560,64,9.0,81,34
3561,57,8.0,75,51
3562,61,9.0,86,37
3563,60,17.0,71,43
3564,58,8.0,78,49
3565,36,6.0,66,61
3566,56,11.0,85,31
3567,49,16.0,90,39
3568,78,12.0,74,36
3569,60,8.0,89,43
3570,72,0.0,0,41
3571,47,4.0,76,78
3572,35,11.0,69,30
3573,59,8.0,72,51
3574,26,16.0,51,3
