,temperature,wind_mph,humid,total_Score
8751,72,14.0,29,58
8752,68,6.0,66,48
8753,66,9.0,80,23
8754,72,6.0,72,26
8755,72,0.0,0,28
8756,66,5.0,69,23
8757,70,6.0,62,55
8758,72,0.0,0,27
8759,72,0.0,0,52
8760,66,3.0,72,45
8761,72,0.0,0,47
8762,65,21.0,81,40
8763,71,6.0,63,36
8764,71,7.0,72,38
8765,60,11.0,54,43
8766,78,14.0,70,35
8767,65,11.0,62,31
8768,80,6.0,70,16
8769,69,10.0,63,62
8770,72,0.0,0,44
8771,74,13.0,73,45
8772,64,11.0,49,29
8773,79,14.0,69,13
8774,72,0.0,0,51
8775,60,19.0,72,23
8776,58,19.0,61,34
8777,83,10.0,47,31
8778,72,0.0,0,57
8779,67,10.0,55,48
8780,61,12.0,52,43
8781,58,10.0,59,36
8782,72,0.0,0,43
8783,66,6.0,70,45
8784,72,0.0,0,9
8785,72,7.0,62,37
8786,72,0.0,0,49
8787,72,0.0,0,76
8788,62,8.0,76,50
8789,80,21.0,84,16
8790,72,11.0,49,27
8791,55,3.0,91,34
8792,64,8.0,62,32
8793,72,0.0,0,53
8794,70,6.0,76,39
8795,50,10.0,72,48
8796,67,9.0,72,55
8797,50,5.0,75,45
8798,50,9.0,64,30
8799,52,15.0,47,21
8800,83,6.0,24,44
8801,80,5.0,70,29
8802,67,5.0,88,37
8803,82,8.0,71,41
8804,82,12.0,74,26
8805,72,0.0,0,47
8806,51,10.0,46,28
8807,56,14.0,87,38
8808,62,4.0,70,51
8809,66,11.0,91,36
8810,64,13.0,66,30
8811,55,12.0,38,37
8812,72,0.0,0,37
8813,53,9.0,81,57
8814,72,0.0,0,49
8815,72,0.0,0,27
8816,65,11.0,64,27
8817,66,10.0,67,55
8818,72,0.0,0,62
8819,54,9.0,86,60
8820,62,11.0,68,34
8821,62,14.0,59,59
8822,52,5.0,75,75
8823,52,14.0,63,50
8824,69,12.0,68,44
8825,72,0.0,0,69
8826,42,19.0,77,33
8827,43,18.0,64,51
8828,51,18.0,55,38
8829,72,0.0,0,48
8830,51,17.0,55,36
8831,41,15.0,57,23
8832,53,5.0,56,30
8833,72,0.0,0,41
8834,71,8.0,67,38
8835,62,11.0,82,34
8836,72,0.0,0,49
8837,50,13.0,64,41
8838,53,12.0,76,61
8839,48,18.0,75,20
8840,72,0.0,0,23
8841,46,3.0,86,26
8842,57,5.0,89,23
8843,67,6.0,42,42
8844,72,0.0,0,51
8845,72,8.0,70,26
8846,77,7.0,71,45
8847,59,8.0,86,57
8848,58,12.0,82,65
8849,59,11.0,51,66
8850,56,4.0,67,33
8851,50,14.0,71,36
8852,71,12.0,69,52
8853,57,24.0,67,52
8854,53,10.0,63,80
8855,72,0.0,0,26
8856,67,4.0,50,47
8857,45,9.0,74,40
8858,72,0.0,0,47
8859,64,13.0,71,25
8860,61,14.0,56,54
8861,68,12.0,66,42
8862,62,6.0,66,56
8863,41,10.0,39,69
8864,59,17.0,49,55
8865,56,12.0,55,30
8866,65,7.0,66,65
8867,54,9.0,85,69
8868,72,0.0,0,27
8869,56,13.0,64,29
8870,60,6.0,63,60
8871,72,0.0,0,62
8872,54,5.0,53,40
8873,59,12.0,45,49
8874,54,4.0,59,51
8875,51,18.0,74,39
8876,74,8.0,70,47
8877,50,10.0,29,44
8878,72,0.0,0,59
8879,65,22.0,82,40
8880,72,0.0,0,63
8881,72,0.0,0,38
8882,41,13.0,44,27
8883,36,7.0,75,65
8884,36,5.0,59,34
8885,62,12.0,46,31
8886,72,0.0,0,35
8887,72,0.0,0,47
8888,34,13.0,48,35
8889,49,9.0,61,36
8890,38,14.0,48,37
8891,56,6.0,86,64
8892,56,8.0,88,70
8893,72,0.0,0,41
8894,42,8.0,64,51
8895,71,5.0,78,33
8896,50,11.0,86,54
8897,49,8.0,94,24
8898,72,0.0,0,29
8899,71,5.0,73,38
8900,61,4.0,78,45
8901,41,3.0,81,41
8902,55,3.0,90,40
8903,50,8.0,85,33
8904,51,7.0,89,34
8905,49,10.0,78,17
8906,72,0.0,0,47
8907,55,23.0,27,40
8908,43,5.0,85,46
8909,47,12.0,57,28
8910,72,0.0,0,50
8911,72,0.0,0,43
8912,47,20.0,81,27
8913,34,11.0,78,65
8914,40,14.0,77,106
8915,72,0.0,0,52
8916,54,18.0,48,41
8917,40,5.0,82,47
8918,48,7.0,75,35
8919,59,12.0,47,16
8920,55,21.0,81,33
8921,43,14.0,74,23
8922,24,15.0,88,49
8923,72,0.0,0,45
8924,31,6.0,80,62
8925,61,5.0,65,27
8926,46,8.0,71,61
8927,72,8.0,76,74
8928,45,8.0,60,38
8929,40,10.0,74,57
8930,43,6.0,58,53
8931,72,0.0,0,75
8932,72,0.0,0,38
8933,72,0.0,0,22
8934,47,14.0,49,36
8935,37,9.0,86,38
8936,53,4.0,86,33
8937,45,12.0,59,64
8938,72,0.0,0,53
8939,54,11.0,72,37
8940,40,10.0,86,82
8941,49,9.0,62,25
8942,72,0.0,0,37
8943,72,0.0,0,50
8944,33,17.0,79,29
8945,43,7.0,60,27
8946,45,14.0,39,37
8947,42,12.0,60,51
8948,72,0.0,0,45
8949,56,5.0,88,55
8950,44,12.0,55,31
8951,62,6.0,48,59
8952,56,10.0,52,40
8953,42,13.0,70,63
8954,33,11.0,88,23
8955,32,14.0,87,44
8956,43,10.0,58,87
8957,34,11.0,65,63
8958,72,0.0,0,65
8959,51,3.0,86,42
8960,14,20.0,56,29
8961,61,8.0,28,38
8962,72,0.0,0,55
8963,36,5.0,87,19
8964,72,0.0,0,30
8965,48,7.0,81,75
8966,7,19.0,48,53
8967,58,9.0,66,38
8968,20,16.0,53,62
8969,24,18.0,81,21
8970,40,8.0,82,51
8971,29,21.0,58,50
8972,58,9.0,59,57
8973,72,0.0,0,65
8974,27,17.0,55,61
8975,21,3.0,77,53
8976,22,6.0,75,27
8977,72,0.0,0,65
8978,41,7.0,50,23
8979,43,21.0,90,21
8980,69,16.0,79,17
8981,72,0.0,0,39
8982,24,8.0,76,45
8983,44,6.0,85,45
8984,28,14.0,60,30
8985,52,12.0,85,48
8986,52,21.0,86,57
8987,72,0.0,0,32
8988,72,0.0,0,27
8989,72,0.0,0,36
8990,55,3.0,76,39
8991,37,14.0,72,54
8992,28,8.0,70,47
8993,43,12.0,90,45
8994,42,8.0,65,48
8995,56,6.0,70,19
8996,53,4.0,65,41
8997,34,13.0,58,28
8998,44,7.0,71,39
8999,43,7.0,68,53
9000,40,13.0,78,53
9001,48,11.0,93,19
9002,72,0.0,0,61
9003,40,11.0,64,52
9004,59,8.0,81,43
9005,38,11.0,62,47
9006,58,18.0,87,37
9007,72,0.0,0,73
9008,23,8.0,84,48
9009,72,0.0,0,64
9010,23,5.0,62,37
9011,29,11.0,52,41
9012,27,14.0,56,23
9013,19,22.0,71,37
9014,9,20.0,70,68
9015,55,12.0,73,45
9016,71,9.0,64,50
9017,69,4.0,63,31
9018,74,12.0,49,43
9019,73,6.0,55,16
9020,70,10.0,53,61
9021,81,8.0,80,44
9022,72,0.0,0,20
9023,78,13.0,60,34
9024,68,4.0,60,41
9025,61,20.0,74,53
9026,79,9.0,63,40
9027,64,8.0,58,29
9028,69,6.0,63,40
9029,68,9.0,64,52
9030,72,0.0,0,37
9031,72,0.0,0,24
9032,85,6.0,15,29
9033,75,11.0,57,45
9034,72,0.0,0,34
9035,72,0.0,0,13
9036,75,11.0,57,24
9037,60,10.0,76,40
9038,77,5.0,62,44
9039,84,7.0,61,22
9040,57,5.0,77,39
9041,66,4.0,74,45
9042,66,6.0,70,50
9043,67,8.0,67,44
9044,68,3.0,74,35
9045,65,11.0,26,37
9046,77,8.0,53,37
9047,86,11.0,51,27
9048,64,7.0,92,33
9049,65,7.0,70,68
9050,68,10.0,75,40
9051,70,8.0,90,31
9052,72,0.0,0,19
9053,69,10.0,60,43
9054,72,0.0,0,58
9055,71,7.0,72,43
9056,72,0.0,0,49
9057,67,10.0,60,46
9058,82,10.0,76,51
9059,61,8.0,57,65
9060,56,6.0,65,49
9061,58,11.0,49,40
9062,81,11.0,74,30
9063,64,4.0,65,16
9064,72,0.0,0,40
9065,66,7.0,58,45
9066,72,0.0,0,26
9067,75,6.0,70,41
9068,60,14.0,74,32
9069,83,15.0,73,27
9070,68,6.0,55,68
9071,60,9.0,73,58
9072,68,5.0,60,37
9073,71,5.0,75,26
9074,75,19.0,74,68
9075,71,7.0,61,61
9076,72,0.0,0,52
9077,53,11.0,81,30
9078,72,0.0,0,54
9079,48,11.0,76,34
9080,72,0.0,0,59
9081,64,9.0,47,43
9082,56,16.0,51,40
9083,79,7.0,86,43
9084,58,15.0,70,31
9085,81,14.0,22,44
9086,44,7.0,79,55
9087,72,0.0,0,68
9088,60,13.0,86,26
9089,65,5.0,69,46
9090,60,10.0,64,41
9091,53,9.0,53,31
9092,64,10.0,46,49
9093,57,14.0,54,19
9094,55,11.0,84,52
9095,75,8.0,61,40
9096,63,6.0,35,54
9097,52,16.0,71,44
9098,72,0.0,0,41
9099,72,0.0,0,65
9100,73,6.0,40,29
9101,57,12.0,48,48
9102,50,14.0,68,40
9103,72,0.0,0,73
9104,81,9.0,83,50
9105,41,8.0,82,16
9106,53,14.0,61,37
9107,75,6.0,36,30
9108,72,0.0,0,43
9109,46,7.0,78,23
9110,55,11.0,58,69
9111,52,19.0,72,47
9112,58,9.0,86,55
9113,47,6.0,87,40
9114,72,0.0,0,45
9115,72,0.0,0,58
9116,55,5.0,90,23
9117,72,0.0,0,41
9118,72,0.0,0,35
9119,65,13.0,48,47
9120,72,0.0,0,45
9121,48,3.0,60,51
9122,62,7.0,77,48
9123,72,0.0,0,32
9124,57,6.0,60,27
9125,56,9.0,75,25
9126,55,15.0,50,36
9127,50,5.0,49,59
9128,50,15.0,54,37
9129,45,7.0,60,35
9130,44,10.0,74,70
9131,47,6.0,59,39
9132,68,6.0,27,52
9133,61,21.0,71,34
9134,78,6.0,75,27
9135,59,9.0,86,57
9136,74,5.0,74,37
9137,72,0.0,0,41
9138,74,7.0,69,48
9139,72,5.0,68,35
9140,57,7.0,80,30
9141,62,10.0,73,27
9142,43,19.0,89,30
9143,50,10.0,64,50
9144,59,8.0,73,30
9145,56,17.0,60,61
9146,72,0.0,0,50
9147,56,17.0,45,17
9148,53,25.0,59,26
9149,52,11.0,51,55
9150,53,6.0,80,48
9151,55,12.0,61,45
9152,77,15.0,63,39
9153,45,9.0,93,47
9154,70,6.0,66,33
9155,72,7.0,65,71
9156,72,0.0,0,48
9157,72,0.0,0,58
9158,54,4.0,60,33
9159,60,10.0,52,41
9160,72,0.0,0,57
9161,57,2.0,62,52
9162,45,6.0,52,29
9163,42,4.0,54,29
9164,48,11.0,43,44
9165,43,12.0,51,41
9166,46,4.0,46,59
9167,45,12.0,44,22
9168,72,0.0,0,66
9169,39,10.0,35,27
9170,67,6.0,24,58
9171,53,11.0,51,27
9172,44,8.0,48,82
9173,40,7.0,74,16
9174,72,0.0,0,62
9175,38,15.0,80,37
9176,57,5.0,43,45
9177,72,0.0,0,34
9178,45,6.0,50,40
9179,51,10.0,52,71
9180,70,9.0,69,23
9181,72,0.0,0,36
9182,41,5.0,60,33
9183,57,16.0,58,55
9184,46,5.0,65,54
9185,59,17.0,78,42
9186,39,7.0,81,45
9187,72,0.0,0,60
9188,43,5.0,54,40
9189,58,19.0,18,41
9190,33,7.0,72,22
9191,72,0.0,0,33
9192,72,14.0,77,13
9193,72,0.0,0,38
9194,22,11.0,70,58
9195,27,8.0,81,69
9196,49,8.0,59,27
9197,33,11.0,67,27
9198,37,10.0,73,31
9199,72,0.0,0,33
9200,69,7.0,67,47
9201,72,0.0,0,37
9202,29,11.0,66,19
9203,57,6.0,52,44
9204,27,10.0,78,34
9205,26,11.0,81,26
9206,49,6.0,82,30
9207,34,7.0,58,42
9208,40,8.0,58,30
9209,49,10.0,36,59
9210,33,17.0,73,43
9211,56,4.0,22,30
9212,30,10.0,74,30
9213,57,10.0,55,44
9214,28,10.0,56,22
9215,23,13.0,69,29
9216,40,11.0,55,23
9217,61,4.0,36,44
9218,32,7.0,75,49
9219,36,11.0,64,36
9220,72,0.0,0,40
9221,35,4.0,92,44
9222,29,16.0,74,42
9223,72,0.0,0,53
9224,27,17.0,79,45
9225,39,13.0,50,44
9226,36,16.0,61,28
9227,72,0.0,0,58
9228,54,17.0,92,19
9229,40,6.0,52,52
9230,72,0.0,0,21
9231,72,0.0,0,33
9232,76,7.0,83,44
9233,12,10.0,68,19
9234,38,5.0,64,42
9235,72,0.0,0,49
9236,52,19.0,92,16
9237,46,6.0,61,37
9238,72,0.0,0,43
9239,33,11.0,61,51
9240,61,4.0,32,48
9241,41,10.0,63,41
9242,38,14.0,39,25
9243,55,6.0,69,51
9244,55,8.0,88,41
9245,72,0.0,0,25
9246,72,0.0,0,58
9247,43,7.0,49,55
9248,68,8.0,71,34
9249,43,16.0,85,27
9250,72,0.0,0,44
9251,42,7.0,43,44
9252,44,12.0,60,64
9253,34,10.0,85,41
9254,34,5.0,83,53
9255,49,13.0,87,52
9256,58,26.0,90,51
9257,57,5.0,81,30
9258,36,7.0,79,56
9259,72,0.0,0,44
9260,36,10.0,78,36
9261,47,14.0,58,40
9262,35,8.0,78,56
9263,54,18.0,78,37
9264,28,11.0,83,54
9265,66,6.0,91,40
9266,0,0.0,0,53
9267,32,7.0,85,40
9268,67,19.0,40,30
9269,72,0.0,0,30
9270,39,8.0,72,51
9271,72,0.0,0,55
9272,48,9.0,59,27
9273,29,14.0,55,31
9274,39,9.0,51,23
9275,42,15.0,58,48
9276,45,10.0,28,40
9277,46,9.0,88,30
9278,72,0.0,0,39
9279,33,12.0,68,50
9280,27,11.0,54,51
9281,46,9.0,79,48
9282,72,0.0,0,31
9283,62,3.0,75,45
9284,73,6.0,76,26
9285,72,0.0,0,61
9286,72,0.0,0,15
9287,81,6.0,73,27
9288,72,0.0,0,34
9289,78,6.0,62,39
9290,65,13.0,74,33
9291,64,13.0,62,36
9292,72,0.0,0,28
9293,80,10.0,75,41
9294,72,10.0,59,47
9295,69,11.0,83,33
9296,56,11.0,62,26
9297,67,9.0,77,35
9298,62,8.0,79,27
9299,83,16.0,66,37
9300,72,0.0,0,17
9301,62,10.0,57,33
9302,70,5.0,75,34
9303,68,7.0,65,47
9304,71,6.0,70,54
9305,73,6.0,65,41
9306,73,12.0,66,61
9307,52,22.0,25,15
9308,82,10.0,73,22
9309,72,0.0,0,29
9310,70,9.0,67,51
9311,58,9.0,66,31
9312,71,12.0,69,41
9313,72,0.0,0,67
9314,82,10.0,63,9
9315,66,21.0,76,48
9316,84,11.0,68,23
9317,60,12.0,77,62
9318,72,0.0,0,30
9319,66,17.0,69,29
9320,72,0.0,0,46
9321,61,8.0,72,72
9322,72,0.0,0,35
9323,72,0.0,0,55
9324,72,16.0,75,24
9325,67,16.0,74,48
9326,72,0.0,0,35
9327,82,5.0,62,50
9328,72,0.0,0,26
9329,72,14.0,50,41
9330,72,5.0,51,59
9331,58,6.0,69,43
9332,61,8.0,72,29
9333,60,7.0,70,51
9334,64,4.0,66,39
9335,55,12.0,79,29
9336,72,0.0,0,32
9337,64,9.0,70,66
9338,66,13.0,63,59
9339,72,0.0,0,75
9340,61,10.0,63,45
9341,72,0.0,0,42
9342,62,12.0,54,40
9343,60,11.0,73,54
9344,64,6.0,70,36
9345,61,7.0,62,62
9346,61,6.0,59,22
9347,54,6.0,69,30
9348,69,12.0,57,41
9349,72,0.0,0,27
9350,60,11.0,56,43
9351,72,0.0,0,45
9352,72,0.0,0,43
9353,72,0.0,0,43
9354,58,13.0,89,32
9355,57,9.0,60,47
9356,39,14.0,94,16
9357,66,10.0,72,40
9358,56,12.0,75,67
9359,55,7.0,50,16
9360,72,7.0,49,27
9361,72,0.0,0,41
9362,42,6.0,54,52
9363,72,0.0,0,51
9364,52,14.0,39,37
9365,72,0.0,0,58
9366,46,7.0,55,44
9367,72,0.0,0,37
9368,50,7.0,46,47
9369,72,0.0,0,47
9370,72,0.0,0,58
9371,39,11.0,66,57
9372,72,0.0,0,79
9373,53,10.0,74,44
9374,72,0.0,0,34
9375,82,9.0,66,58
9376,48,15.0,71,24
9377,82,8.0,72,44
9378,48,14.0,82,34
9379,55,10.0,57,55
9380,63,5.0,60,31
9381,49,14.0,67,31
9382,55,7.0,45,58
9383,50,24.0,37,20
9384,43,11.0,47,51
9385,58,11.0,50,63
9386,72,0.0,0,57
9387,64,5.0,73,62
9388,57,8.0,70,33
9389,55,14.0,26,65
9390,42,19.0,54,33
9391,50,11.0,46,56
9392,49,26.0,38,19
9393,59,8.0,41,50
9394,52,7.0,54,49
9395,39,13.0,48,45
9396,72,0.0,0,38
9397,39,3.0,59,46
9398,65,17.0,77,44
9399,72,10.0,52,45
9400,59,8.0,82,12
9401,44,9.0,60,44
9402,72,0.0,0,48
9403,45,6.0,41,24
9404,42,9.0,60,34
9405,66,5.0,57,57
9406,40,7.0,53,47
9407,72,0.0,0,44
9408,42,4.0,53,41
9409,41,5.0,43,51
9410,57,14.0,95,16
9411,55,11.0,92,31
9412,45,16.0,88,46
9413,45,9.0,63,53
9414,39,11.0,74,90
9415,72,0.0,0,32
9416,59,13.0,88,30
9417,41,14.0,85,69
9418,75,5.0,63,23
9419,63,12.0,59,23
9420,72,0.0,0,33
9421,60,12.0,86,58
9422,72,0.0,0,30
9423,72,0.0,0,37
9424,50,6.0,67,30
9425,72,0.0,0,40
9426,52,6.0,58,34
9427,58,8.0,60,37
9428,45,9.0,58,44
9429,40,9.0,76,44
9430,34,6.0,68,30
9431,44,5.0,64,15
9432,40,8.0,50,62
9433,37,10.0,59,35
9434,64,8.0,49,44
9435,72,0.0,0,27
9436,51,8.0,42,35
9437,72,0.0,0,47
9438,47,12.0,58,10
9439,72,0.0,0,45
9440,44,6.0,66,34
9441,57,6.0,83,34
9442,52,10.0,49,36
9443,51,11.0,60,29
9444,59,11.0,60,48
9445,72,0.0,0,37
9446,72,0.0,0,37
9447,58,6.0,63,35
9448,43,2.0,82,27
9449,72,0.0,0,66
9450,56,6.0,53,45
9451,72,0.0,0,44
9452,48,4.0,79,30
9453,45,9.0,75,30
9454,56,11.0,48,30
9455,72,0.0,0,57
9456,51,6.0,68,37
9457,53,11.0,52,51
9458,34,14.0,84,58
9459,64,14.0,75,20
9460,14,12.0,70,36
9461,17,15.0,67,48
9462,32,13.0,73,45
9463,14,10.0,68,43
9464,72,0.0,0,44
9465,32,6.0,63,23
9466,29,11.0,69,59
9467,78,12.0,70,34
9468,51,8.0,53,37
9469,40,13.0,47,49
9470,42,12.0,45,43
9471,72,0.0,0,54
9472,38,10.0,55,37
9473,40,7.0,55,38
9474,38,15.0,48,51
9475,34,17.0,64,34
9476,38,4.0,38,40
9477,72,0.0,0,46
9478,37,7.0,46,40
9479,39,12.0,28,37
9480,42,23.0,49,30
9481,72,0.0,0,48
9482,72,14.0,53,21
9483,47,13.0,51,59
9484,72,0.0,0,50
9485,63,10.0,61,23
9486,44,14.0,27,44
9487,56,12.0,70,61
9488,60,13.0,70,68
9489,53,17.0,83,49
9490,72,0.0,0,69
9491,44,13.0,85,38
9492,72,0.0,0,66
9493,48,10.0,51,58
9494,52,5.0,65,40
9495,44,7.0,72,20
9496,49,9.0,68,65
9497,72,0.0,0,26
9498,72,0.0,0,39
9499,46,15.0,75,21
9500,54,9.0,66,29
9501,42,4.0,67,44
9502,72,0.0,0,57
9503,39,9.0,72,26
9504,44,14.0,57,47
9505,58,8.0,56,41
9506,72,0.0,0,50
9507,34,8.0,79,16
9508,45,6.0,78,29
9509,39,22.0,84,59
9510,40,11.0,70,38
9511,42,13.0,73,37
9512,39,14.0,78,29
9513,72,0.0,0,68
9514,65,5.0,84,45
9515,51,20.0,48,37
9516,72,0.0,0,13
9517,72,0.0,0,47
9518,28,15.0,64,47
9519,72,0.0,0,51
9520,48,6.0,80,46
9521,45,23.0,66,30
9522,79,15.0,80,23
9523,42,5.0,88,62
9524,61,14.0,76,63
9525,52,14.0,73,40
9526,41,12.0,53,26
9527,72,0.0,0,62
9528,76,10.0,74,30
9529,21,7.0,54,49
9530,72,0.0,0,49
9531,46,15.0,93,65
9532,47,16.0,84,33
9533,46,15.0,63,70
9534,53,4.0,68,47
9535,72,0.0,0,20
9536,72,0.0,0,52
9537,41,6.0,71,26
9538,41,10.0,60,41
9539,72,0.0,0,31
9540,40,20.0,82,41
9541,52,11.0,49,43
9542,49,15.0,46,53
9543,72,0.0,0,51
9544,54,7.0,74,21
9545,31,11.0,85,51
9546,45,5.0,33,45
9547,27,10.0,78,53
9548,72,0.0,0,72
9549,66,7.0,86,46
9550,72,0.0,0,51
9551,64,14.0,57,26
9552,71,8.0,83,41
9553,63,8.0,78,29
9554,80,7.0,67,23
9555,85,10.0,66,80
9556,79,11.0,60,52
9557,72,0.0,0,27
9558,77,8.0,69,29
9559,72,0.0,0,40
9560,69,9.0,68,17
9561,67,9.0,80,29
9562,62,12.0,76,57
9563,72,0.0,0,23
9564,64,13.0,70,37
9565,76,8.0,71,47
9566,84,7.0,72,45
9567,58,6.0,52,33
9568,72,14.0,32,43
9569,56,10.0,60,52
9570,72,0.0,0,43
9571,72,0.0,0,33
9572,72,0.0,0,37
9573,56,9.0,54,30
9574,66,8.0,46,55
9575,61,11.0,50,48
9576,85,9.0,64,57
9577,64,5.0,41,42
9578,53,7.0,58,96
9579,51,4.0,64,29
9580,83,12.0,69,20
9581,61,8.0,54,32
9582,67,7.0,59,53
9583,61,7.0,57,55
9584,79,8.0,82,27
9585,76,8.0,54,41
9586,76,12.0,60,23
9587,74,8.0,54,59
9588,71,19.0,39,37
9589,74,11.0,54,77
9590,65,6.0,52,44
9591,72,12.0,51,45
9592,72,0.0,0,47
9593,53,6.0,73,45
9594,61,6.0,76,50
9595,72,0.0,0,54
9596,76,6.0,49,49
9597,72,0.0,0,45
9598,72,0.0,0,35
9599,78,12.0,78,52
9600,81,14.0,59,42
9601,62,8.0,57,40
9602,58,13.0,58,26
9603,67,9.0,39,27
9604,67,7.0,50,19
9605,61,8.0,62,31
9606,72,0.0,0,58
9607,67,5.0,64,46
9608,72,0.0,0,64
9609,72,0.0,0,42
9610,72,0.0,0,39
9611,66,12.0,50,47
9612,77,13.0,79,24
9613,72,0.0,0,41
9614,77,10.0,61,59
9615,58,10.0,54,16
9616,50,16.0,47,44
9617,74,4.0,70,21
9618,72,0.0,0,47
9619,77,7.0,66,37
9620,72,0.0,0,29
9621,78,4.0,58,33
9622,76,8.0,74,47
9623,62,10.0,78,51
9624,72,0.0,0,65
9625,72,12.0,82,49
9626,78,8.0,58,23
9627,53,4.0,79,45
9628,64,13.0,67,47
9629,63,8.0,74,42
9630,42,4.0,86,31
9631,55,6.0,53,25
9632,58,16.0,46,25
9633,76,16.0,55,75
9634,56,8.0,72,65
9635,51,6.0,64,72
9636,72,0.0,0,35
9637,72,11.0,70,54
9638,72,0.0,0,41
9639,72,0.0,0,39
9640,63,15.0,50,33
9641,42,21.0,63,59
9642,62,10.0,47,69
9643,67,12.0,40,48
9644,50,12.0,82,39
9645,72,0.0,0,74
9646,82,10.0,75,77
9647,78,21.0,49,38
9648,59,10.0,50,22
9649,65,7.0,53,40
9650,72,0.0,0,38
9651,63,8.0,52,35
9652,75,8.0,91,36
9653,49,9.0,64,37
9654,57,11.0,65,22
9655,72,0.0,0,39
9656,57,18.0,47,16
9657,59,9.0,74,41
9658,72,0.0,0,47
9659,57,9.0,63,38
9660,76,12.0,74,47
9661,67,6.0,61,45
9662,57,15.0,91,23
9663,57,16.0,52,59
9664,45,5.0,51,23
9665,55,10.0,32,32
9666,72,0.0,0,51
9667,50,8.0,52,27
9668,72,0.0,0,36
9669,41,7.0,62,63
9670,72,0.0,0,52
9671,45,10.0,65,54
9672,72,0.0,0,44
9673,72,0.0,0,65
9674,67,6.0,59,27
9675,50,10.0,45,55
9676,49,10.0,47,55
9677,59,5.0,57,41
9678,52,14.0,43,43
9679,44,7.0,59,45
9680,72,0.0,0,66
9681,44,7.0,62,58
9682,47,12.0,70,34
9683,48,8.0,55,41
9684,72,0.0,0,52
9685,64,17.0,74,38
9686,40,12.0,52,51
9687,44,5.0,56,33
9688,72,8.0,52,23
9689,58,11.0,86,23
9690,42,4.0,63,28
9691,36,5.0,84,59
9692,59,5.0,74,44
9693,48,20.0,71,24
9694,44,12.0,52,35
9695,72,0.0,0,51
9696,54,9.0,93,22
9697,56,4.0,72,41
9698,72,0.0,0,38
9699,69,8.0,70,51
9700,72,0.0,0,26
9701,34,10.0,73,66
9702,72,0.0,0,33
9703,42,11.0,69,24
9704,72,0.0,0,23
9705,42,7.0,75,62
9706,45,9.0,71,63
9707,45,12.0,81,53
9708,33,10.0,60,48
9709,61,15.0,19,54
9710,72,0.0,0,63
9711,72,0.0,0,44
9712,43,18.0,52,37
9713,72,0.0,0,68
9714,72,0.0,0,43
9715,57,4.0,42,46
9716,30,8.0,79,37
9717,36,10.0,38,59
9718,74,6.0,72,32
9719,33,4.0,82,41
9720,44,6.0,46,37
9721,41,10.0,39,58
9722,32,8.0,64,44
9723,32,11.0,75,71
9724,60,12.0,89,50
9725,46,7.0,88,3
9726,53,12.0,45,64
9727,37,16.0,86,37
9728,77,8.0,68,53
9729,45,22.0,77,34
9730,30,10.0,64,52
9731,48,7.0,43,45
9732,72,0.0,0,50
9733,72,0.0,0,53
9734,59,14.0,50,48
9735,72,0.0,0,44
9736,40,9.0,50,33
9737,37,9.0,66,34
9738,72,0.0,0,48
9739,50,14.0,65,54
9740,72,0.0,0,52
9741,43,17.0,72,51
9742,29,12.0,63,40
9743,72,0.0,0,42
9744,37,6.0,73,29
9745,33,7.0,56,47
9746,17,5.0,62,45
9747,37,8.0,99,29
9748,51,12.0,48,34
9749,28,7.0,73,55
9750,11,6.0,89,48
9751,72,0.0,0,55
9752,33,4.0,72,63
9753,39,5.0,88,64
9754,39,8.0,53,42
9755,64,7.0,86,43
9756,65,6.0,89,40
9757,72,0.0,0,48
9758,72,0.0,0,44
9759,49,8.0,79,33
9760,30,24.0,79,30
9761,17,9.0,80,43
9762,38,13.0,54,16
9763,78,12.0,74,38
9764,40,11.0,76,23
9765,34,23.0,77,32
9766,33,16.0,84,51
9767,72,0.0,0,47
9768,71,17.0,74,40
9769,31,19.0,82,8
9770,48,6.0,82,35
9771,72,0.0,0,55
9772,54,5.0,56,65
9773,72,0.0,0,33
9774,72,0.0,0,65
9775,45,12.0,70,33
9776,72,0.0,0,61
9777,59,9.0,89,60
9778,42,12.0,88,33
9779,47,4.0,66,40
9780,72,0.0,0,53
9781,46,18.0,64,16
9782,44,22.0,78,59
9783,39,6.0,82,35
9784,72,0.0,0,57
9785,45,20.0,72,33
9786,31,26.0,80,42
9787,72,0.0,0,53
9788,72,0.0,0,45
9789,57,4.0,47,26
9790,49,12.0,67,73
9791,72,0.0,0,26
9792,37,5.0,83,48
9793,72,0.0,0,67
9794,49,7.0,85,47
9795,72,0.0,0,85
9796,30,6.0,67,27
9797,26,9.0,81,58
9798,24,14.0,48,41
9799,39,7.0,70,26
9800,72,8.0,85,54
9801,77,11.0,70,63
9802,43,6.0,70,33
9803,22,5.0,80,47
9804,72,0.0,0,70
9805,42,10.0,55,23
9806,33,8.0,49,60
9807,44,21.0,72,49
9808,55,8.0,91,23
9809,64,7.0,75,38
9810,29,7.0,79,62
9811,44,10.0,69,51
9812,46,9.0,53,38
9813,72,0.0,0,52
9814,-7,13.0,56,43
9815,29,15.0,41,33
9816,72,0.0,0,31
9817,79,10.0,61,23
9818,73,15.0,61,41
9819,63,8.0,70,55
9820,66,16.0,67,36
9821,73,8.0,60,27
9822,71,7.0,75,50
9823,72,0.0,0,42
9824,72,0.0,0,44
9825,60,8.0,82,44
