MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,UNIQUE_CARRIER,AIRLINE_ID,CARRIER,TAIL_NUM,FL_NUM,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,ORIGIN_lat,ORIGIN_long,altitude_x,timezone_x,dst_x,t_x,DEST_lat,DEST_long,altitude_y,timezone_y,dst_y,t_y,HOUR_ARR,HOUR_DEP,DEST_temp,DEST_wind_direct,DEST_wind_speed,DEST_visibility,DEST_percip,ORIGIN_temp,ORIGIN_wind_direct,ORIGIN_wind_speed,ORIGIN_visibility,ORIGIN_percip,DELAYED_YN,HOUR_OF_WEEK,weekend_YN,rush,bearing,bearing_buckets,ARR_DELAY_Random
12,1,7,12/1/2013,9,20363,9,N910XJ,2912,JFK,"New York, NY",DCA,"Washington, DC",827,-3,0,0,931,-24,0,0,0,0,85,64,46,213,40.639751,-73.778925,13,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,32,0,0,10,0,39.92,350,5.7,10,0,0,153,1,1,235.5443438,5,-23.96597824
12,1,7,12/1/2013,MQ,20398,MQ,N817MQ,3370,JFK,"New York, NY",DCA,"Washington, DC",816,-4,0,0,917,-23,0,0,0,0,80,61,45,213,40.639751,-73.778925,13,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,32,0,0,10,0,39.92,350,5.7,10,0,0,153,1,1,235.5443438,5,-23.43622505
12,1,7,12/1/2013,AA,19805,AA,N467AA,1033,DFW,"Dallas/Fort Worth, TX",DCA,"Washington, DC",827,-3,0,0,1204,-11,0,0,0,0,165,157,139,1192,32.896828,-97.037997,607,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,12,8,32,0,0,10,0,53.06,190,6.8,8,0,0,156,1,0,64.11318217,1,-10.52148588
12,1,7,12/1/2013,AA,19805,AA,N3APAA,2326,MIA,"Miami, FL",DCA,"Washington, DC",756,-4,0,0,1022,-3,0,0,0,0,145,146,126,919,25.79325,-80.290556,8,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,32,0,0,10,0,64.04,340,4.6,10,0,0,154,1,1,11.03956942,0,-2.910468482
12,1,7,12/1/2013,UA,19977,UA,N33289,1002,ORD,"Chicago, IL",DCA,"Washington, DC",756,-4,0,0,1039,-8,0,0,0,0,107,103,83,612,41.978603,-87.904842,668,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,10,8,32,0,0,10,0,33.98,330,4.6,10,0,0,154,1,1,107.1112376,2,-8.03577759
12,1,7,12/1/2013,AS,19930,AS,N559AS,4,SEA,"Seattle, WA",DCA,"Washington, DC",810,0,0,0,1543,-23,0,0,0,0,296,273,257,2329,47.449,-122.309306,433,-8,A,America/Los_Angeles,38.852083,-77.037722,15,-5,A,America/New_York,15,8,32,0,0,10,0,55.67,220,21.05,10,0,0,159,1,0,87.88032404,1,-22.68666362
12,1,7,12/1/2013,US,20355,US,N704US,2107,BOS,"Boston, MA",DCA,"Washington, DC",755,-5,0,0,929,-10,0,0,0,0,99,94,76,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,32,0,0,10,0,35.96,170,5.7,10,0,0,153,1,1,234.5102246,5,-9.501233275
12,1,7,12/1/2013,B6,20409,B6,N648JB,1480,FLL,"Fort Lauderdale, FL",DCA,"Washington, DC",836,-2,0,0,1102,2,2,0,0,0,142,146,121,899,26.072583,-80.15275,9,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,11,8,32,0,0,10,0,62.06,310,4.6,10,0,0,155,1,0,10.8065487,0,1.993664359
12,1,7,12/1/2013,US,20355,US,N170US,1926,MCO,"Orlando, FL",DCA,"Washington, DC",825,-5,0,0,1028,-7,0,0,0,0,125,123,102,759,28.429394,-81.308994,96,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,32,0,0,10,0,62.96,340,8,0.5,0,0,154,1,1,17.68219852,0,-6.861235152
12,1,7,12/1/2013,US,20355,US,N730US,712,TPA,"Tampa, FL",DCA,"Washington, DC",824,-6,0,0,1035,-2,0,0,0,0,127,131,111,814,27.975472,-82.53325,26,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,32,0,0,10,0,60.89,25,6.25,6.5,0,0,154,1,1,21.39334029,0,-1.81793188
12,1,7,12/1/2013,DL,19790,DL,N996DL,2438,ATL,"Atlanta, GA",DCA,"Washington, DC",818,-2,0,0,953,-7,0,0,0,0,100,95,70,547,33.636719,-84.428067,1026,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,32,0,0,10,0,42.98,80,6.8,10,0,0,154,1,1,46.67393635,1,-7.368388452
12,1,7,12/1/2013,EV,20366,EV,N13992,5911,CLE,"Cleveland, OH",DCA,"Washington, DC",828,0,0,0,947,-2,0,0,0,0,81,79,52,310,41.411689,-81.849794,791,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,32,0,0,10,0,37.94,200,9.1,10,0,0,153,1,1,123.2569406,2,-2.2450325
12,1,7,12/1/2013,UA,19977,UA,N471UA,669,IAH,"Houston, TX",DCA,"Washington, DC",850,-2,0,0,1241,-6,0,0,0,0,175,171,146,1208,29.984433,-95.341442,97,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,12,8,32,0,0,10,0,51.98,110,3.4,10,0,0,156,1,0,54.59478475,1,-5.759876655
12,1,7,12/1/2013,VX,21171,VX,N851VA,1,SFO,"San Francisco, CA",DCA,"Washington, DC",800,0,0,0,1559,-1,0,0,0,0,300,299,279,2442,37.618972,-122.374889,13,-8,A,America/Los_Angeles,38.852083,-77.037722,15,-5,A,America/New_York,16,8,32,0,0,10,0,53.06,0,0,9,0,0,160,1,0,73.62733344,1,-0.883843072
12,1,7,12/1/2013,WN,19393,WN,N413WN,2947,STL,"St. Louis, MO",DCA,"Washington, DC",830,0,0,0,1117,-3,0,0,0,0,110,107,92,719,38.748697,-90.370028,618,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,11,8,32,0,0,10,0,35.96,0,0,10,0,0,155,1,0,85.24394062,1,-3.075814364
12,1,7,12/1/2013,FL,20437,FL,N982AT,435,MKE,"Milwaukee, WI",DCA,"Washington, DC",759,-1,0,0,1044,0,0,0,0,0,104,105,87,634,42.947222,-87.896583,723,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,10,8,32,0,0,10,0,32,340,6.8,6,0,0,154,1,1,112.8795829,2,-0.269748483
12,1,7,12/1/2013,MQ,20398,MQ,N821MQ,3543,BNA,"Nashville, TN",DCA,"Washington, DC",846,-4,0,0,1117,-8,0,0,0,0,95,91,78,562,36.124472,-86.678194,599,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,11,8,32,0,0,10,0,44.06,140,4.6,10,0,0,155,1,0,67.48081933,1,-7.768696668
12,2,1,12/2/2013,9,20363,9,N904XJ,2912,JFK,"New York, NY",DCA,"Washington, DC",826,-4,0,0,935,-20,0,0,0,0,85,69,50,213,40.639751,-73.778925,13,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.08,0,0,10,0,41,10,3.4,10,0,0,9,1,0,235.5443438,5,-20.00762654
12,2,1,12/2/2013,MQ,20398,MQ,N817MQ,3370,JFK,"New York, NY",DCA,"Washington, DC",816,-4,0,0,931,-9,0,0,0,0,80,75,53,213,40.639751,-73.778925,13,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.08,0,0,10,0,41,10,3.4,10,0,0,9,1,0,235.5443438,5,-8.625975651
12,2,1,12/2/2013,AA,19805,AA,N477AA,1033,DFW,"Dallas/Fort Worth, TX",DCA,"Washington, DC",828,-2,0,0,1218,3,3,0,0,0,165,170,148,1192,32.896828,-97.037997,607,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,12,8,42.08,0,0,10,0,42.08,0,0,9,0,0,12,1,1,64.11318217,1,2.942953611
12,2,1,12/2/2013,AA,19805,AA,N3KUAA,2326,MIA,"Miami, FL",DCA,"Washington, DC",800,0,0,0,1014,-11,0,0,0,0,145,134,119,919,25.79325,-80.290556,8,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.08,0,0,10,0,66.11,290,6.25,2.25,0,0,10,1,1,11.03956942,0,-10.72054494
12,2,1,12/2/2013,AS,19930,AS,N557AS,4,SEA,"Seattle, WA",DCA,"Washington, DC",807,-3,0,0,1543,-23,0,0,0,0,296,276,254,2329,47.449,-122.309306,433,-8,A,America/Los_Angeles,38.852083,-77.037722,15,-5,A,America/New_York,15,8,42.08,0,0,10,0,39.56,245,13.1,10,0,0,15,1,0,87.88032404,1,-23.344655
12,2,1,12/2/2013,B6,20409,B6,N190JB,389,BOS,"Boston, MA",DCA,"Washington, DC",843,-2,0,0,1016,-7,0,0,0,0,98,93,69,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.08,0,0,10,0,37.94,340,5.7,10,0,0,10,1,1,234.5102246,5,-6.604251958
12,2,1,12/2/2013,US,20355,US,N757UW,2109,BOS,"Boston, MA",DCA,"Washington, DC",858,-2,0,0,1020,-10,0,0,0,0,90,82,64,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,9,42.98,0,0,10,0,37.94,340,5.7,10,0,0,10,1,1,234.5102246,5,-9.778156962
12,2,1,12/2/2013,US,20355,US,N700UW,2107,BOS,"Boston, MA",DCA,"Washington, DC",756,-4,0,0,933,-6,0,0,0,0,99,97,77,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.08,0,0,10,0,37.58,333.3333333,7.2,5.166666667,0,0,9,1,0,234.5102246,5,-6.194788106
12,2,1,12/2/2013,B6,20409,B6,N292JB,289,BOS,"Boston, MA",DCA,"Washington, DC",740,0,0,0,929,10,10,0,0,0,99,109,79,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,7,42.08,0,0,10,0,37.58,333.3333333,7.2,5.166666667,0,0,9,1,0,234.5102246,5,9.864773365
12,2,1,12/2/2013,US,20355,US,N178US,1926,MCO,"Orlando, FL",DCA,"Washington, DC",827,-3,0,0,1026,-9,0,0,0,0,125,119,96,759,28.429394,-81.308994,96,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.08,0,0,10,0,62.96,320,4.6,0.5,0,0,10,1,1,17.68219852,0,-9.36134944
12,2,1,12/2/2013,US,20355,US,N715UW,712,TPA,"Tampa, FL",DCA,"Washington, DC",827,-3,0,0,1045,8,8,0,0,0,127,138,107,814,27.975472,-82.53325,26,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.08,0,0,10,0,58.1,355,4,8,0,0,10,1,1,21.39334029,0,8.438746126
12,2,1,12/2/2013,DL,19790,DL,N973DL,2438,ATL,"Atlanta, GA",DCA,"Washington, DC",815,-5,0,0,952,-8,0,0,0,0,100,97,78,547,33.636719,-84.428067,1026,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.08,0,0,10,0,46.94,320,5.7,10,0,0,10,1,1,46.67393635,1,-7.866142931
12,2,1,12/2/2013,EV,20366,EV,N12136,5911,CLE,"Cleveland, OH",DCA,"Washington, DC",828,-5,0,0,940,-14,0,0,0,0,81,72,55,310,41.411689,-81.849794,791,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.08,0,0,10,0,35.96,0,0,8,0,0,9,1,0,123.2569406,2,-13.82372736
12,2,1,12/2/2013,VX,21171,VX,N838VA,1,SFO,"San Francisco, CA",DCA,"Washington, DC",815,15,15,1,1603,3,3,0,0,0,300,288,257,2442,37.618972,-122.374889,13,-8,A,America/Los_Angeles,38.852083,-77.037722,15,-5,A,America/New_York,16,8,42.08,0,0,10,0,51.89,270,13.1,5,0,0,16,1,0,73.62733344,1,3.367752467
12,2,1,12/2/2013,US,20355,US,N751UW,2171,LGA,"New York, NY",DCA,"Washington, DC",800,0,0,0,912,-3,0,0,0,0,75,72,47,214,40.777245,-73.872608,22,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.08,0,0,10,0,42.08,0,0,10,0,0,9,1,0,232.6476856,5,-3.338906046
12,2,1,12/2/2013,WN,19393,WN,N265WN,2902,STL,"St. Louis, MO",DCA,"Washington, DC",839,4,4,0,1128,-2,0,0,0,0,115,109,93,719,38.748697,-90.370028,618,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,11,8,42.08,0,0,10,0,41,110,6.8,8,0,0,11,1,0,85.24394062,1,-1.78012114
12,2,1,12/2/2013,FL,20437,FL,N936AT,435,MKE,"Milwaukee, WI",DCA,"Washington, DC",757,-3,0,0,1050,6,6,0,0,0,104,113,91,634,42.947222,-87.896583,723,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.08,0,0,10,0,26.06,0,0,4,0,0,10,1,1,112.8795829,2,5.776717259
12,2,1,12/2/2013,MQ,20398,MQ,N832MQ,3543,BNA,"Nashville, TN",DCA,"Washington, DC",843,-7,0,0,1114,-11,0,0,0,0,95,91,82,562,36.124472,-86.678194,599,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,11,8,42.08,0,0,10,0,48.92,190,3.4,10,0,0,11,1,0,67.48081933,1,-11.35220858
12,3,2,12/3/2013,9,20363,9,N907XJ,2912,JFK,"New York, NY",DCA,"Washington, DC",819,-6,0,0,935,-18,0,0,0,0,88,76,42,213,40.639751,-73.778925,13,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.98,0,0,10,0,41,10,5.7,8,0,0,33,0,1,235.5443438,5,-17.88972558
12,3,2,12/3/2013,MQ,20398,MQ,N849MQ,3370,JFK,"New York, NY",DCA,"Washington, DC",815,-5,0,0,929,-11,0,0,0,0,80,74,46,213,40.639751,-73.778925,13,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.98,0,0,10,0,41,10,5.7,8,0,0,33,0,1,235.5443438,5,-11.03293135
12,3,2,12/3/2013,AA,19805,AA,N499AA,1033,DFW,"Dallas/Fort Worth, TX",DCA,"Washington, DC",829,-1,0,0,1206,-9,0,0,0,0,165,157,140,1192,32.896828,-97.037997,607,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,12,8,42.98,0,0,10,0,46.04,150,4.6,4,0,0,36,0,1,64.11318217,1,-8.989301574
12,3,2,12/3/2013,AA,19805,AA,N3EDAA,2326,MIA,"Miami, FL",DCA,"Washington, DC",803,3,3,0,1029,4,4,0,0,0,145,146,121,919,25.79325,-80.290556,8,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.98,0,0,10,0,66.02,0,0,10,0,0,34,0,0,11.03956942,0,3.767504669
12,3,2,12/3/2013,AA,19805,AA,N3KMAA,240,LAX,"Los Angeles, CA",DCA,"Washington, DC",752,2,2,0,1526,-14,0,0,0,0,290,274,241,2311,33.942536,-118.408075,126,-8,A,America/Los_Angeles,38.852083,-77.037722,15,-5,A,America/New_York,15,8,42.98,0,0,10,0,57.11,0,0,5,0,0,39,0,0,69.33867376,1,-13.58469822
12,3,2,12/3/2013,AS,19930,AS,N513AS,4,SEA,"Seattle, WA",DCA,"Washington, DC",806,-4,0,0,1548,-18,0,0,0,0,296,282,259,2329,47.449,-122.309306,433,-8,A,America/Los_Angeles,38.852083,-77.037722,15,-5,A,America/New_York,15,8,42.98,0,0,10,0,33.98,10,18.2,10,0,0,39,0,0,87.88032404,1,-18.4288212
12,3,2,12/3/2013,B6,20409,B6,N283JB,389,BOS,"Boston, MA",DCA,"Washington, DC",841,-4,0,0,1017,-6,0,0,0,0,98,96,68,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.98,0,0,10,0,37.04,340,5.7,1,0,0,34,0,0,234.5102246,5,-5.793778558
12,3,2,12/3/2013,US,20355,US,N741UW,2109,BOS,"Boston, MA",DCA,"Washington, DC",856,-4,0,0,1024,-6,0,0,0,0,90,88,62,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,9,42.98,0,0,10,0,37.04,340,5.7,1,0,0,34,0,0,234.5102246,5,-5.721737647
12,3,2,12/3/2013,US,20355,US,N765US,2107,BOS,"Boston, MA",DCA,"Washington, DC",756,-4,0,0,926,-13,0,0,0,0,99,90,72,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.98,0,0,10,0,35.96,330,5.7,1,0,0,33,0,1,234.5102246,5,-13.10332138
12,3,2,12/3/2013,B6,20409,B6,N354JB,289,BOS,"Boston, MA",DCA,"Washington, DC",740,11,11,0,918,9,9,0,0,0,100,98,71,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,7,44.06,0,0,10,0,35.96,330,5.7,1,0,0,33,0,1,234.5102246,5,9.204841712
12,3,2,12/3/2013,B6,20409,B6,N635JB,1480,FLL,"Fort Lauderdale, FL",DCA,"Washington, DC",829,-9,0,0,1054,-6,0,0,0,0,142,145,121,899,26.072583,-80.15275,9,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,11,8,42.98,0,0,10,0,64.04,0,0,10,0,0,35,0,0,10.8065487,0,-5.507753044
12,3,2,12/3/2013,US,20355,US,N104UW,1926,MCO,"Orlando, FL",DCA,"Washington, DC",826,-4,0,0,1026,-9,0,0,0,0,125,120,104,759,28.429394,-81.308994,96,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.98,0,0,10,0,55.94,0,0,8,0,0,34,0,0,17.68219852,0,-8.864885693
12,3,2,12/3/2013,US,20355,US,N754UW,712,TPA,"Tampa, FL",DCA,"Washington, DC",822,-8,0,0,1039,2,2,0,0,0,127,137,113,814,27.975472,-82.53325,26,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.98,0,0,10,0,60.98,140,5.7,10,0,0,34,0,0,21.39334029,0,2.15971834
12,3,2,12/3/2013,FL,20437,FL,N956AT,1347,ATL,"Atlanta, GA",DCA,"Washington, DC",836,6,6,0,1008,-9,0,0,0,0,107,92,71,547,33.636719,-84.428067,1026,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.98,0,0,10,0,50,130,3.4,4.5,0.005,0,34,0,0,46.67393635,1,-8.76780786
12,3,2,12/3/2013,DL,19790,DL,N943DN,2438,ATL,"Atlanta, GA",DCA,"Washington, DC",907,47,47,1,1034,34,34,1,0,0,100,87,72,547,33.636719,-84.428067,1026,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,9,42.98,0,0,10,0,50,130,3.4,4.5,0.005,1,34,0,0,46.67393635,1,34.06651129
12,3,2,12/3/2013,EV,20366,EV,N13538,5911,CLE,"Cleveland, OH",DCA,"Washington, DC",828,-5,0,0,945,-9,0,0,0,0,81,77,51,310,41.411689,-81.849794,791,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.98,0,0,10,0,35.06,90,4.6,10,0,0,33,0,1,123.2569406,2,-9.078685965
12,3,2,12/3/2013,VX,21171,VX,N846VA,1,SFO,"San Francisco, CA",DCA,"Washington, DC",804,4,4,0,1540,-20,0,0,0,0,300,276,255,2442,37.618972,-122.374889,13,-8,A,America/Los_Angeles,38.852083,-77.037722,15,-5,A,America/New_York,15,8,42.98,0,0,10,0,53.06,290,18.2,10,0,0,39,0,0,73.62733344,1,-19.90195025
12,3,2,12/3/2013,US,20355,US,N758US,2171,LGA,"New York, NY",DCA,"Washington, DC",756,-4,0,0,912,-3,0,0,0,0,75,76,48,214,40.777245,-73.872608,22,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.98,0,0,10,0,37.94,60,4.6,7,0,0,33,0,1,232.6476856,5,-2.671641177
12,3,2,12/3/2013,WN,19393,WN,N957WN,1548,STL,"St. Louis, MO",DCA,"Washington, DC",846,1,1,0,1129,-6,0,0,0,0,110,103,89,719,38.748697,-90.370028,618,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,11,8,42.98,0,0,10,0,50,200,6.8,4,0,0,35,0,0,85.24394062,1,-5.794994007
12,3,2,12/3/2013,MQ,20398,MQ,N821MQ,3543,BNA,"Nashville, TN",DCA,"Washington, DC",838,-12,0,0,1112,-13,0,0,0,0,95,94,76,562,36.124472,-86.678194,599,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,11,8,42.98,0,0,10,0,48.8,83.33333333,1.9,0.708333333,0,0,35,0,0,67.48081933,1,-13.11052596
12,4,3,12/4/2013,9,20363,9,N928XJ,2912,JFK,"New York, NY",DCA,"Washington, DC",818,-7,0,0,934,-19,0,0,0,0,88,76,51,213,40.639751,-73.778925,13,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.98,0,0,7,0,39.92,0,0,8,0,0,57,0,1,235.5443438,5,-18.58030517
12,4,3,12/4/2013,MQ,20398,MQ,N821MQ,3370,JFK,"New York, NY",DCA,"Washington, DC",815,-5,0,0,925,-15,0,0,0,0,80,70,49,213,40.639751,-73.778925,13,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.98,0,0,7,0,39.92,0,0,8,0,0,57,0,1,235.5443438,5,-15.400424
12,4,3,12/4/2013,AA,19805,AA,N526AA,1033,DFW,"Dallas/Fort Worth, TX",DCA,"Washington, DC",823,-7,0,0,1154,-21,0,0,0,0,165,151,138,1192,32.896828,-97.037997,607,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,12,8,42.98,0,0,7,0,51.08,210,9.1,10,0,0,60,0,1,64.11318217,1,-20.74522712
12,4,3,12/4/2013,AA,19805,AA,N3DUAA,2326,MIA,"Miami, FL",DCA,"Washington, DC",757,-3,0,0,1039,14,14,0,0,0,145,162,142,919,25.79325,-80.290556,8,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.98,0,0,7,0,69.98,170,4.6,10,0,0,58,0,1,11.03956942,0,14.39704259
12,4,3,12/4/2013,AA,19805,AA,N3JEAA,240,LAX,"Los Angeles, CA",DCA,"Washington, DC",752,2,2,0,1524,-16,0,0,0,0,290,272,245,2311,33.942536,-118.408075,126,-8,A,America/Los_Angeles,38.852083,-77.037722,15,-5,A,America/New_York,15,8,42.98,0,0,7,0,51.98,330,8,10,0,0,63,0,1,69.33867376,1,-15.79285053
12,4,3,12/4/2013,MQ,20398,MQ,N522MQ,3608,ORD,"Chicago, IL",DCA,"Washington, DC",850,0,0,0,1136,6,6,0,0,0,100,106,76,612,41.978603,-87.904842,668,-6,A,America/Chicago,38.852083,-77.037722,15,-5,A,America/New_York,11,8,42.98,0,0,7,0,48.02,140,8,4,0,0,59,0,1,107.1112376,2,5.835941131
12,4,3,12/4/2013,AS,19930,AS,N527AS,4,SEA,"Seattle, WA",DCA,"Washington, DC",807,-3,0,0,1548,-18,0,0,0,0,296,281,263,2329,47.449,-122.309306,433,-8,A,America/Los_Angeles,38.852083,-77.037722,15,-5,A,America/New_York,15,8,42.98,0,0,7,0,30.02,80,3.4,10,0,0,63,0,1,87.88032404,1,-18.32555372
12,4,3,12/4/2013,B6,20409,B6,N374JB,389,BOS,"Boston, MA",DCA,"Washington, DC",846,1,1,0,1010,-13,0,0,0,0,98,84,67,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.98,0,0,7,0,35.96,280,8,8,0,0,58,0,1,234.5102246,5,-12.64810135
12,4,3,12/4/2013,US,20355,US,N711UW,2109,BOS,"Boston, MA",DCA,"Washington, DC",851,-9,0,0,1041,11,11,0,0,0,90,110,65,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,9,42.98,50,6.8,10,0,35.96,280,8,8,0,0,58,0,1,234.5102246,5,11.21978137
12,4,3,12/4/2013,US,20355,US,N756US,2107,BOS,"Boston, MA",DCA,"Washington, DC",752,-8,0,0,932,-7,0,0,0,0,99,100,72,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,8,42.98,0,0,7,0,35.06,290,8,8,0,0,57,0,1,234.5102246,5,-7.188224432
12,4,3,12/4/2013,B6,20409,B6,N193JB,289,BOS,"Boston, MA",DCA,"Washington, DC",719,-10,0,0,911,2,2,0,0,0,100,112,83,399,42.364347,-71.005181,19,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,9,7,42.08,0,0,9,0,35.06,290,8,8,0,0,57,0,1,234.5102246,5,2.319997918
12,4,3,12/4/2013,B6,20409,B6,N563JB,1480,FLL,"Fort Lauderdale, FL",DCA,"Washington, DC",837,-1,0,0,1117,17,17,1,0,0,142,160,139,899,26.072583,-80.15275,9,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,11,8,42.98,0,0,7,0,68,0,0,10,0,1,59,0,1,10.8065487,0,16.96716083
12,4,3,12/4/2013,US,20355,US,N126UW,1926,MCO,"Orlando, FL",DCA,"Washington, DC",826,-4,0,0,1041,6,6,0,0,0,125,135,116,759,28.429394,-81.308994,96,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.98,0,0,7,0,60.98,0,0,10,0,0,58,0,1,17.68219852,0,6.128354387
12,4,3,12/4/2013,US,20355,US,N769US,760,MCO,"Orlando, FL",DCA,"Washington, DC",752,37,37,1,957,34,34,1,0,0,128,125,110,759,28.429394,-81.308994,96,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.98,0,0,7,0,60.98,0,0,10,0,1,58,0,1,17.68219852,0,33.60497727
12,4,3,12/4/2013,US,20355,US,N732US,712,TPA,"Tampa, FL",DCA,"Washington, DC",824,-6,0,0,1051,14,14,0,0,0,127,147,127,814,27.975472,-82.53325,26,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,11,8,42.98,0,0,7,0,66.02,160,4.6,10,0,0,59,0,1,21.39334029,0,13.73270269
12,4,3,12/4/2013,DL,19790,DL,N907DA,2438,ATL,"Atlanta, GA",DCA,"Washington, DC",821,1,1,0,1013,13,13,0,0,0,100,112,75,547,33.636719,-84.428067,1026,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.98,0,0,7,0,59,0,0,0.25,0,0,58,0,1,46.67393635,1,12.53531184
12,4,3,12/4/2013,FL,20437,FL,N956AT,1347,ATL,"Atlanta, GA",DCA,"Washington, DC",835,5,5,0,1022,5,5,0,0,0,107,107,77,547,33.636719,-84.428067,1026,-5,A,America/New_York,38.852083,-77.037722,15,-5,A,America/New_York,10,8,42.98,0,0,7,0,59,0,0,0.25,0,0,58,0,1,46.67393635,1,5.078529482
